player,pos,team,adp,rank,date
Elijah Moore,WR,NYJ,67.3,65,2022-06-27
Antonio Gibson,RB,WAS,68,66,2022-06-27
DeVonta Smith,WR,PHI,68.6,67,2022-06-27
Elijah Mitchell,RB,SF,69.1,68,2022-06-27
Joe Burrow,QB,CIN,69.2,69,2022-06-27
Dalton Schultz,TE,DAL,69.2,70,2022-06-27
Drake London,WR,ATL,71.1,71,2022-06-27
Adam Thielen,WR,MIN,71.2,72,2022-06-27
AJ Dillon,RB,GB,72.9,73,2022-06-27
Michael Thomas,WR,NO,74.8,74,2022-06-27
DeAndre Hopkins,WR,ARI,75.4,75,2022-06-27
Russell Wilson,QB,DEN,77.4,76,2022-06-27
Clyde Edwards-Helaire,RB,KC,77.8,77,2022-06-27
Russell Gage,WR,TB,78.2,78,2022-06-27
Tom Brady,QB,TB,79.3,79,2022-06-27
Miles Sanders,RB,PHI,79.8,80,2022-06-27
Hunter Renfrow,WR,LV,80.3,81,2022-06-27
Treylon Burks,WR,TEN,81.8,82,2022-06-27
Brandon Aiyuk,WR,SF,82,83,2022-06-27
T.J. Hockenson,TE,DET,83.7,84,2022-06-27
Dak Prescott,QB,DAL,85.8,85,2022-06-27
Tony Pollard,RB,DAL,85.9,86,2022-06-27
Christian Kirk,WR,JAX,87.9,87,2022-06-27
Trey Lance,QB,SF,88,88,2022-06-27
Allen Lazard,WR,GB,88.9,89,2022-06-27
Kenneth Walker,RB,SEA,90.5,90,2022-06-27
Skyy Moore,WR,KC,92.8,91,2022-06-27
Tyler Lockett,WR,SEA,93.4,92,2022-06-27
Kadarius Toney,WR,NYG,93.8,93,2022-06-27
Damien Harris,RB,NE,94.1,94,2022-06-27
Matthew Stafford,QB,LA,94.4,95,2022-06-27
Dallas Goedert,TE,PHI,96.1,96,2022-06-27
Kareem Hunt,RB,CLE,96.6,97,2022-06-27
Marquez Valdes-Scantling,WR,KC,96.7,98,2022-06-27
Cordarrelle Patterson,RB,ATL,98.1,99,2022-06-27
Chris Olave,WR,NO,99.8,100,2022-06-27
Dawson Knox,TE,BUF,102.5,101,2022-06-27
Chase Claypool,WR,PIT,103.6,102,2022-06-27
Aaron Rodgers,QB,GB,103.8,103,2022-06-27
Garrett Wilson,WR,NYJ,105.1,104,2022-06-27
Robert Woods,WR,TEN,105.3,105,2022-06-27
Melvin Gordon,RB,DEN,105.6,106,2022-06-27
Devin Singletary,RB,BUF,106.1,107,2022-06-27
Derek Carr,QB,LV,107.2,108,2022-06-27
James Cook,RB,BUF,107.5,109,2022-06-27
Tyler Boyd,WR,CIN,108.6,110,2022-06-27
Zach Ertz,TE,ARI,109.5,111,2022-06-27
Chase Edmonds,RB,MIA,111.8,112,2022-06-27
Rashaad Penny,RB,SEA,112.4,113,2022-06-27
Christian Watson,WR,GB,114.2,114,2022-06-27
Rhamondre Stevenson,RB,NE,115.1,115,2022-06-27
Kirk Cousins,QB,MIN,116.8,116,2022-06-27
Michael Gallup,WR,DAL,117.7,117,2022-06-27
Rondale Moore,WR,ARI,119,118,2022-06-27
Tim Patrick,WR,DEN,119.5,119,2022-06-27
Kenny Golladay,WR,NYG,121.2,120,2022-06-27
Alexander Mattison,RB,MIN,123.3,121,2022-06-27
Justin Fields,QB,CHI,125,122,2022-06-27
Jameson Williams,WR,DET,125.4,123,2022-06-27
Jarvis Landry,WR,NO,125.6,124,2022-06-27
Pat Freiermuth,TE,PIT,126.2,125,2022-06-27
Dameon Pierce,RB,HOU,127.7,126,2022-06-27
Mecole Hardman,WR,KC,128.2,127,2022-06-27
Ronald Jones,RB,KC,131,128,2022-06-27
Tua Tagovailoa,QB,MIA,131,129,2022-06-27
Mike Gesicki,TE,MIA,131.2,130,2022-06-27
Jamison Crowder,WR,BUF,131.9,131,2022-06-27
Rachaad White,RB,TB,132.3,132,2022-06-27
Jakobi Meyers,WR,NE,134.7,133,2022-06-27
Jahan Dotson,WR,WAS,135.3,134,2022-06-27
Irv Smith,TE,MIN,136,135,2022-06-27
DeVante Parker,WR,NE,136.3,136,2022-06-27
Nyheim Hines,RB,IND,137.2,137,2022-06-27
Van Jefferson,WR,LA,138.7,138,2022-06-27
Isaiah Spiller,RB,LAC,139,139,2022-06-27
Darrell Henderson,RB,LA,139.3,140,2022-06-27
Cole Kmet,TE,CHI,139.4,141,2022-06-27
Trevor Lawrence,QB,JAX,141.5,142,2022-06-27
Michael Carter,RB,NYJ,143.5,143,2022-06-27
Robert Tonyan,TE,GB,144.2,144,2022-06-27
Jalen Tolbert,WR,DAL,146.4,145,2022-06-27
Joshua Palmer,WR,LAC,147.2,146,2022-06-27
Albert Okwuegbunam,TE,DEN,147.2,147,2022-06-27
D.J. Chark,WR,DET,149.7,148,2022-06-27
K.J. Osborn,WR,MIN,151.1,149,2022-06-27
Hunter Henry,TE,NE,152,150,2022-06-27
Jameis Winston,QB,NO,153,151,2022-06-27
Tyler Allgeier,RB,ATL,153.2,152,2022-06-27
Matt Ryan,QB,IND,155.4,153,2022-06-27
Corey Davis,WR,NYJ,155.5,154,2022-06-27
Kenneth Gainwell,RB,PHI,156,155,2022-06-27
Daniel Jones,QB,NYG,157.1,156,2022-06-27
Darrel Williams,RB,KC,157.9,157,2022-06-27
Alec Pierce,WR,IND,161.3,158,2022-06-27
Khalil Herbert,RB,CHI,161.9,159,2022-06-27
Tyrion Davis-Price,RB,SF,162.3,160,2022-06-27
Marvin Jones,WR,JAX,162.9,161,2022-06-27
Gerald Everett,TE,LAC,163.6,162,2022-06-27
David Njoku,TE,CLE,164.3,163,2022-06-27
George Pickens,WR,PIT,165.1,164,2022-06-27
Tyler Higbee,TE,LA,166.4,165,2022-06-27
Gus Edwards,RB,BAL,167.7,166,2022-06-27
Sammy Watkins,WR,GB,168.3,167,2022-06-27
Zach Wilson,QB,NYJ,169.3,168,2022-06-27
Robby Anderson,WR,CAR,169.6,169,2022-06-27
Cameron Brate,TE,TB,171.2,170,2022-06-27
Noah Fant,TE,SEA,171.3,171,2022-06-27
James Robinson,RB,JAX,172,172,2022-06-27
KJ Hamler,WR,DEN,175.1,173,2022-06-27
David Bell,WR,CLE,176.3,174,2022-06-27
Curtis Samuel,WR,WAS,177.5,175,2022-06-27
Jamaal Williams,RB,DET,177.8,176,2022-06-27
Ryan Tannehill,QB,TEN,179.3,177,2022-06-27
Evan Engram,TE,JAX,179.6,178,2022-06-27
Mac Jones,QB,NE,179.8,179,2022-06-27
Hayden Hurst,TE,CIN,181.8,180,2022-06-27
J.D. McKissic,RB,WAS,182,181,2022-06-27
Marlon Mack,RB,HOU,183.4,182,2022-06-27
Wan'Dale Robinson,WR,NYG,183.8,183,2022-06-27
William Fuller,WR,N/A,185.9,184,2022-06-27
Raheem Mostert,RB,MIA,186.9,185,2022-06-27
A.J. Green,WR,ARI,187.6,186,2022-06-27
Parris Campbell,WR,IND,189.1,187,2022-06-27
Kendrick Bourne,WR,NE,189.8,188,2022-06-27
Jared Goff,QB,DET,190.5,189,2022-06-27
Austin Hooper,TE,TEN,191.8,190,2022-06-27
John Metchie,WR,HOU,192.5,191,2022-06-27
Brian Robinson Jr.,RB,WAS,193.4,192,2022-06-27
Jerick McKinnon,RB,KC,194.9,193,2022-06-27
Julio Jones,WR,N/A,195,194,2022-06-27
Deshaun Watson,QB,CLE,195.5,195,2022-06-27
Nico Collins,WR,HOU,196.6,196,2022-06-27
Carson Wentz,QB,WAS,198.3,197,2022-06-27
Odell Beckham,WR,N/A,199.5,198,2022-06-27
Logan Thomas,TE,WAS,199.7,199,2022-06-27
Devin Duvernay,WR,BAL,200.3,200,2022-06-27
Mark Ingram,RB,NO,202.3,201,2022-06-27
Taysom Hill,TE,NO,202.5,202,2022-06-27
D'Onta Foreman,RB,CAR,202.8,203,2022-06-27
Zamir White,RB,LV,203.4,204,2022-06-27
Davis Mills,QB,HOU,204.3,205,2022-06-27
Sony Michel,RB,LA,205.2,206,2022-06-27
James Washington,WR,DAL,205.3,207,2022-06-27
Isaiah McKenzie,WR,BUF,206.6,208,2022-06-27
Laviska Shenault,WR,JAX,207.1,209,2022-06-27
Brevin Jordan,TE,HOU,209.2,210,2022-06-27
Chris Evans,RB,CIN,209.4,211,2022-06-27
Donovan Peoples-Jones,WR,CLE,209.9,212,2022-06-27
Hassan Haskins,RB,TEN,210.2,213,2022-06-27
Mo Alie-Cox,TE,IND,210.8,214,2022-06-27
Bryan Edwards,WR,LV,211.4,215,2022-06-27
Zay Jones,WR,JAX,211.4,216,2022-06-27
Byron Pringle,WR,CHI,211.7,217,2022-06-27
D'Ernest Johnson,RB,CLE,212.1,218,2022-06-27
Marcus Mariota,QB,ATL,212.1,219,2022-06-27
Romeo Doubs,WR,GB,212.2,220,2022-06-27
Justyn Ross,WR,KC,212.5,221,2022-06-27
C.J. Uzomah,TE,NYJ,213,222,2022-06-27
Kenyan Drake,RB,LV,213.3,223,2022-06-27
Cedrick Wilson,WR,MIA,213.5,224,2022-06-27
Kenny Pickett,QB,PIT,213.6,225,2022-06-27
Velus Jones,WR,CHI,213.7,226,2022-06-27
Baker Mayfield,QB,CLE,213.8,227,2022-06-27
Terrace Marshall,WR,CAR,214,228,2022-06-27
Trey McBride,TE,ARI,214.2,229,2022-06-27
Tyquan Thornton,WR,NE,214.3,230,2022-06-27
Nick Westbrook-Ikhine,WR,TEN,214.4,231,2022-06-27
Mitchell Trubisky,QB,PIT,214.6,232,2022-06-27
Jalen Guyton,WR,LAC,214.6,233,2022-06-27
Jauan Jennings,WR,SF,214.7,234,2022-06-27
Sterling Shepard,WR,NYG,214.7,235,2022-06-27
Chuba Hubbard,RB,CAR,214.8,236,2022-06-27
Randall Cobb,WR,GB,214.8,237,2022-06-27
Keaontay Ingram,RB,ARI,214.9,238,2022-06-27
Jonnu Smith,TE,NE,215,239,2022-06-27
Quez Watkins,WR,PHI,215,240,2022-06-27
Cade Otton,TE,TB,215.1,241,2022-06-27
O.J. Howard,TE,BUF,215.1,242,2022-06-27
Amari Rodgers,WR,GB,215.1,243,2022-06-27
Eno Benjamin,RB,ARI,215.1,244,2022-06-27
James White,RB,NE,215.2,245,2022-06-27
Trey Sermon,RB,SF,215.2,246,2022-06-27
Matt Breida,RB,NYG,215.2,247,2022-06-27
Greg Dulcich,TE,DEN,215.3,248,2022-06-27
Desmond Ridder,QB,ATL,215.3,249,2022-06-27
Braxton Berrios,WR,NYJ,215.4,250,2022-06-27
Samaje Perine,RB,CIN,215.5,251,2022-06-27
Khalil Shakir,WR,BUF,215.5,252,2022-06-27
Dontrell Hilliard,RB,TEN,215.5,253,2022-06-27
Jimmy Garoppolo,QB,SF,215.6,254,2022-06-27
Pierre Strong,RB,NE,215.6,255,2022-06-27
Adam Trautman,TE,NO,215.6,256,2022-06-27
Rex Burkhead,RB,HOU,215.6,257,2022-06-27
Damien Williams,RB,ATL,215.6,258,2022-06-27
Ricky Seals-Jones,TE,NYG,215.6,259,2022-06-27
Eric Ezukanma,WR,MIA,215.6,260,2022-06-27
Isiah Pacheco,RB,KC,215.6,261,2022-06-27
Jeff Wilson,RB,SF,215.6,262,2022-06-27
T.Y. Hilton,WR,IND,215.6,263,2022-06-27
Mike Glennon,QB,NYG,215.7,264,2022-06-27
Jared Cook,TE,LAC,215.7,265,2022-06-27
Joe Flacco,QB,NYJ,215.7,266,2022-06-27
Drew Lock,QB,SEA,215.7,267,2022-06-27
Snoop Conner,RB,JAX,215.7,268,2022-06-27
Tyler Badie,RB,BAL,215.7,269,2022-06-27
Chris Carson,RB,SEA,215.7,270,2022-06-27
Mike Davis,RB,ATL,215.7,271,2022-06-27
Donald Parham,TE,LAC,215.8,272,2022-06-27
Tylan Wallace,WR,BAL,215.8,273,2022-06-27
Daniel Bellinger,TE,NYG,215.8,274,2022-06-27
Antonio Brown,WR,N/A,215.8,275,2022-06-27
Danny Gray,WR,SF,215.8,276,2022-06-27
Tyler Johnson,WR,TB,215.8,277,2022-06-27
Abram Smith,RB,NO,215.8,278,2022-06-27
Marquez Callaway,WR,NO,215.8,279,2022-06-27
Matt Corral,QB,CAR,215.8,280,2022-06-27
Scott Miller,WR,TB,215.8,281,2022-06-27
Zack Moss,RB,BUF,215.9,282,2022-06-27
Boston Scott,RB,PHI,215.9,283,2022-06-27
Darius Slayton,WR,NYG,215.9,284,2022-06-27
Charlie Kolar,TE,BAL,215.9,285,2022-06-27
Austin Watkins,WR,TB,215.9,286,2022-06-27
Tutu Atwell,WR,LA,215.9,287,2022-06-27
Devonta Freeman,RB,BAL,215.9,288,2022-06-27
Tyler Conklin,TE,NYJ,215.9,289,2022-06-27
Ihmir Smith-Marsette,WR,MIN,215.9,290,2022-06-27
Jacoby Brissett,QB,CLE,215.9,291,2022-06-27
Calvin Austin,WR,PIT,215.9,292,2022-06-27
Olamide Zaccheaus,WR,ATL,215.9,293,2022-06-27
Cam Newton,QB,N/A,215.9,294,2022-06-27
Isaiah Likely,TE,BAL,215.9,295,2022-06-27
Justin Watson,WR,KC,215.9,296,2022-06-27
Kene Nwangwu,RB,MIN,215.9,297,2022-06-27
Johnny Mundt,TE,MIN,215.9,298,2022-06-27
Josh Reynolds,WR,DET,215.9,299,2022-06-27
Giovani Bernard,RB,TB,215.9,300,2022-06-27
Nelson Agholor,WR,NE,215.9,301,2022-06-27
Breshad Perriman,WR,TB,215.9,302,2022-06-27
Harrison Bryant,TE,CLE,215.9,303,2022-06-27
Anthony McFarland,RB,PIT,215.9,304,2022-06-27
Geno Smith,QB,SEA,215.9,305,2022-06-27
Antoine Wesley,WR,ARI,215.9,306,2022-06-27
Kyle Philips,WR,TEN,215.9,307,2022-06-27
Myles Gaskin,RB,MIA,215.9,308,2022-06-27
Malik Willis,QB,TEN,215.9,309,2022-06-27
Phillip Lindsay,RB,MIA,215.9,310,2022-06-27
Deonte Harris,WR,NO,215.9,311,2022-06-27
Emmanuel Sanders,WR,BUF,215.9,312,2022-06-27
Demarcus Robinson,WR,LV,215.9,313,2022-06-27
Foster Moreau,TE,LV,215.9,314,2022-06-27
Auden Tate,WR,ATL,215.9,315,2022-06-27
Sam Darnold,QB,CAR,216,316,2022-06-27
Zach Pascal,WR,PHI,216,317,2022-06-27
Dan Arnold,TE,JAX,216,318,2022-06-27
Anthony Schwartz,WR,CLE,216,319,2022-06-27
Danny Amendola,WR,HOU,216,320,2022-06-27
Benny Snell,RB,PIT,216,321,2022-06-27
Kyren Williams,RB,LA,216,322,2022-06-27
Dyami Brown,WR,WAS,216,323,2022-06-27
D'Wayne Eskridge,WR,SEA,216,324,2022-06-27
Jalen Nailor,WR,MIN,216,325,2022-06-27
Jelani Woods,TE,IND,216,326,2022-06-27
Tommy Tremble,TE,CAR,216,327,2022-06-27
Kennedy Brooks,RB,PHI,216,328,2022-06-27
James Proche,WR,BAL,216,329,2022-06-27
Josiah Deguara,TE,GB,216,330,2022-06-27
Tony Jones,RB,NO,216,331,2022-06-27
Cole Beasley,WR,N/A,216,332,2022-06-27
Ke'Shawn Vaughn,RB,TB,216,333,2022-06-27
Ashton Dulin,WR,IND,216,334,2022-06-27
Tyler Huntley,QB,BAL,216,335,2022-06-27
Derrick Gore,RB,KC,216,336,2022-06-27
Keelan Cole,WR,NYJ,216,337,2022-06-27
Tre'Quan Smith,WR,NO,216,338,2022-06-27
Quintez Cephus,WR,DET,216,339,2022-06-27
Eric Ebron,TE,N/A,216,340,2022-06-27
Lynn Bowden,WR,MIA,216,341,2022-06-27
Mike Strachan,WR,IND,216,342,2022-06-27
Marquise Goodwin,WR,CHI,216,343,2022-06-27
Cyril Grayson,WR,TB,216,344,2022-06-27
Ty'Son Williams,RB,BAL,216,345,2022-06-27
Jamal Agnew,WR,JAX,216,346,2022-06-27
Justin Jackson,RB,LAC,216,347,2022-06-27
Jalen Reagor,WR,PHI,216,348,2022-06-27
Laquon Treadwell,WR,JAX,216,349,2022-06-27
Deven Thompkins,WR,TB,216,350,2022-06-27
Gardner Minshew,QB,PHI,216,351,2022-06-27
ZaQuandre White,RB,MIA,216,352,2022-06-27
Josh Gordon,WR,KC,216,353,2022-06-27
John Bates,TE,WAS,216,354,2022-06-27
Ty Montgomery,WR,NE,216,355,2022-06-27
Mike Boone,RB,DEN,216,356,2022-06-27
Tyrod Taylor,QB,NYG,216,357,2022-06-27
Juwan Johnson,TE,NO,216,358,2022-06-27
Charlie Woerner,TE,SF,216,359,2022-06-27
Chigoziem Okonkwo,TE,TEN,216,360,2022-06-27
Jody Fortson,TE,KC,216,361,2022-06-27
Brycen Hopkins,TE,LA,216,362,2022-06-27
Ty Chandler,RB,MIN,216,363,2022-06-27
Mataeo Durant,RB,PIT,216,364,2022-06-27
Willie Snead,WR,N/A,216,365,2022-06-27
N'Keal Harry,WR,NE,216,366,2022-06-27
Mack Hollins,WR,LV,216,367,2022-06-27
Trace McSorley,QB,ARI,216,368,2022-06-27
Samori Toure,WR,GB,216,369,2022-06-27
Kylen Granson,TE,IND,216,370,2022-06-27
Wayne Gallman,RB,MIN,216,371,2022-06-27
Jimmy Graham,TE,CHI,216,372,2022-06-27
Greg Ward,WR,PHI,216,373,2022-06-27
Zonovan Knight,RB,NYJ,216,374,2022-06-27
Rashard Higgins,WR,CAR,216,375,2022-06-27
Teddy Bridgewater,QB,MIA,216,376,2022-06-27
Dontario Drummond,WR,DAL,216,377,2022-06-27
Kalen Ballage,RB,PIT,216,378,2022-06-27
Chris Conley,WR,HOU,216,379,2022-06-27
Carlos Hyde,RB,N/A,216,380,2022-06-27
Kyle Juszczyk,RB,SF,216,381,2022-06-27
Jordan Love,QB,GB,216,382,2022-06-27
Keke Coutee,WR,IND,216,383,2022-06-27
Cam Sims,WR,WAS,216,384,2022-06-27
Joshua Kelley,RB,LAC,216,385,2022-06-27
Tyron Johnson,WR,LV,216,386,2022-06-27
Jakeem Grant,WR,CLE,216,387,2022-06-27
David Johnson,RB,HOU,216,388,2022-06-27
Tre Turner,WR,LV,216,389,2022-06-27
Preston Williams,WR,MIA,216,390,2022-06-27
Darren Fells,TE,N/A,216,391,2022-06-27
Jordan Akins,TE,NYG,216,392,2022-06-27
Anthony Firkser,TE,ATL,216,393,2022-06-27
Charleston Rambo,WR,CAR,216,394,2022-06-27
Damiere Byrd,WR,ATL,216,395,2022-06-27
Jalen Wydermyer,TE,BUF,216,396,2022-06-27
Miles Boykin,WR,PIT,216,397,2022-06-27
Drew Sample,TE,CIN,216,398,2022-06-27
Chris Herndon,TE,MIN,216,399,2022-06-27
Ty Johnson,RB,NYJ,216,400,2022-06-27
