player,pos,team,adp,rank,date
Adam Thielen,WR,MIN,70.9,72,2022-07-07
Russell Gage,WR,TB,72.4,73,2022-07-07
Drake London,WR,ATL,74.7,74,2022-07-07
DeAndre Hopkins,WR,ARI,75.1,75,2022-07-07
Miles Sanders,RB,PHI,76.7,76,2022-07-07
Russell Wilson,QB,DEN,77.6,77,2022-07-07
Michael Thomas,WR,NO,77.6,78,2022-07-07
Clyde Edwards-Helaire,RB,KC,79.8,79,2022-07-07
Hunter Renfrow,WR,LV,80.5,80,2022-07-07
Tom Brady,QB,TB,81.8,81,2022-07-07
Tony Pollard,RB,DAL,83.3,82,2022-07-07
Brandon Aiyuk,WR,SF,83.5,83,2022-07-07
Trey Lance,QB,SF,84.5,84,2022-07-07
Allen Lazard,WR,GB,84.6,85,2022-07-07
T.J. Hockenson,TE,DET,85.3,86,2022-07-07
Dak Prescott,QB,DAL,86.6,87,2022-07-07
Christian Kirk,WR,JAX,88.9,88,2022-07-07
Treylon Burks,WR,TEN,89.6,89,2022-07-07
Kadarius Toney,WR,NYG,89.6,90,2022-07-07
Damien Harris,RB,NE,89.9,91,2022-07-07
Kareem Hunt,RB,CLE,93.7,92,2022-07-07
Matthew Stafford,QB,LA,93.8,93,2022-07-07
Kenneth Walker,RB,SEA,95.2,94,2022-07-07
Tyler Lockett,WR,SEA,96.5,95,2022-07-07
Skyy Moore,WR,KC,97.1,96,2022-07-07
Dallas Goedert,TE,PHI,97.2,97,2022-07-07
Marquez Valdes-Scantling,WR,KC,98.3,98,2022-07-07
Chris Olave,WR,NO,100.1,99,2022-07-07
Cordarrelle Patterson,RB,ATL,100.5,100,2022-07-07
Dawson Knox,TE,BUF,101.8,101,2022-07-07
Robert Woods,WR,TEN,102.5,102,2022-07-07
Devin Singletary,RB,BUF,102.6,103,2022-07-07
Rashaad Penny,RB,SEA,104.1,104,2022-07-07
Melvin Gordon,RB,DEN,104.3,105,2022-07-07
Aaron Rodgers,QB,GB,105.5,106,2022-07-07
Chase Claypool,WR,PIT,105.5,107,2022-07-07
Derek Carr,QB,LV,106.6,108,2022-07-07
James Cook,RB,BUF,108.2,109,2022-07-07
Zach Ertz,TE,ARI,108.9,110,2022-07-07
Garrett Wilson,WR,NYJ,109.8,111,2022-07-07
Chase Edmonds,RB,MIA,111,112,2022-07-07
Tyler Boyd,WR,CIN,111.1,113,2022-07-07
Rhamondre Stevenson,RB,NE,111.3,114,2022-07-07
Kirk Cousins,QB,MIN,113.5,115,2022-07-07
Christian Watson,WR,GB,116.1,116,2022-07-07
Tim Patrick,WR,DEN,117.7,117,2022-07-07
Michael Gallup,WR,DAL,119.6,118,2022-07-07
Rondale Moore,WR,ARI,121.5,119,2022-07-07
Alexander Mattison,RB,MIN,122,120,2022-07-07
Kenny Golladay,WR,NYG,122.4,121,2022-07-07
Justin Fields,QB,CHI,122.8,122,2022-07-07
Dameon Pierce,RB,HOU,125.4,123,2022-07-07
Pat Freiermuth,TE,PIT,125.5,124,2022-07-07
Jarvis Landry,WR,NO,127.3,125,2022-07-07
Mecole Hardman,WR,KC,127.9,126,2022-07-07
Irv Smith,TE,MIN,128.2,127,2022-07-07
Ronald Jones,RB,KC,128.5,128,2022-07-07
Jameson Williams,WR,DET,129.2,129,2022-07-07
Tua Tagovailoa,QB,MIA,130.2,130,2022-07-07
Rachaad White,RB,TB,130.8,131,2022-07-07
Mike Gesicki,TE,MIA,132.4,132,2022-07-07
Jakobi Meyers,WR,NE,134,133,2022-07-07
Jamison Crowder,WR,BUF,135.8,134,2022-07-07
Cole Kmet,TE,CHI,136,135,2022-07-07
Nyheim Hines,RB,IND,137,136,2022-07-07
Jahan Dotson,WR,WAS,137.4,137,2022-07-07
Darrell Henderson,RB,LA,138,138,2022-07-07
Isaiah Spiller,RB,LAC,138.1,139,2022-07-07
Trevor Lawrence,QB,JAX,139.9,140,2022-07-07
DeVante Parker,WR,NE,140.9,141,2022-07-07
Van Jefferson,WR,LA,142.5,142,2022-07-07
Michael Carter,RB,NYJ,143.2,143,2022-07-07
Robert Tonyan,TE,GB,143.3,144,2022-07-07
Joshua Palmer,WR,LAC,145.1,145,2022-07-07
Albert Okwuegbunam,TE,DEN,145.7,146,2022-07-07
K.J. Osborn,WR,MIN,146.5,147,2022-07-07
Hunter Henry,TE,NE,148.8,148,2022-07-07
Jameis Winston,QB,NO,150.1,149,2022-07-07
Jalen Tolbert,WR,DAL,150.2,150,2022-07-07
D.J. Chark,WR,DET,152.6,151,2022-07-07
Tyler Allgeier,RB,ATL,152.7,152,2022-07-07
Matt Ryan,QB,IND,154.2,153,2022-07-07
Kenneth Gainwell,RB,PHI,154.8,154,2022-07-07
Gerald Everett,TE,LAC,156,155,2022-07-07
Daniel Jones,QB,NYG,156.3,156,2022-07-07
Khalil Herbert,RB,CHI,157.9,157,2022-07-07
Tyrion Davis-Price,RB,SF,158.2,158,2022-07-07
Gus Edwards,RB,BAL,159.5,159,2022-07-07
Corey Davis,WR,NYJ,160.2,160,2022-07-07
Marvin Jones,WR,JAX,162.8,161,2022-07-07
Tyler Higbee,TE,LA,164,162,2022-07-07
Darrel Williams,RB,KC,165.1,163,2022-07-07
Alec Pierce,WR,IND,166.5,164,2022-07-07
Noah Fant,TE,SEA,167.3,165,2022-07-07
Sammy Watkins,WR,GB,168.7,166,2022-07-07
Zach Wilson,QB,NYJ,168.9,167,2022-07-07
James Robinson,RB,JAX,169.1,168,2022-07-07
Robby Anderson,WR,CAR,169.8,169,2022-07-07
George Pickens,WR,PIT,170.1,170,2022-07-07
Mac Jones,QB,NE,171.6,171,2022-07-07
David Njoku,TE,CLE,173,172,2022-07-07
Marlon Mack,RB,HOU,175.4,173,2022-07-07
Cameron Brate,TE,TB,175.4,174,2022-07-07
Mark Ingram,RB,NO,176.2,175,2022-07-07
Parris Campbell,WR,IND,176.6,176,2022-07-07
KJ Hamler,WR,DEN,176.8,177,2022-07-07
Evan Engram,TE,JAX,178.2,178,2022-07-07
Ryan Tannehill,QB,TEN,179.1,179,2022-07-07
Jamaal Williams,RB,DET,179.1,180,2022-07-07
Hayden Hurst,TE,CIN,181.9,181,2022-07-07
J.D. McKissic,RB,WAS,183.6,182,2022-07-07
Curtis Samuel,WR,WAS,184.5,183,2022-07-07
Nico Collins,WR,HOU,184.5,184,2022-07-07
Jared Goff,QB,DET,186.2,185,2022-07-07
Wan'Dale Robinson,WR,NYG,188.5,186,2022-07-07
Raheem Mostert,RB,MIA,188.7,187,2022-07-07
William Fuller,WR,N/A,188.8,188,2022-07-07
Austin Hooper,TE,TEN,189.6,189,2022-07-07
David Bell,WR,CLE,191.5,190,2022-07-07
Brian Robinson Jr.,RB,WAS,191.7,191,2022-07-07
Kendrick Bourne,WR,NE,192.3,192,2022-07-07
Julio Jones,WR,N/A,193.7,193,2022-07-07
Carson Wentz,QB,WAS,194.4,194,2022-07-07
A.J. Green,WR,ARI,195.2,195,2022-07-07
Jerick McKinnon,RB,KC,196.3,196,2022-07-07
Devin Duvernay,WR,BAL,197.6,197,2022-07-07
Davis Mills,QB,HOU,199.9,198,2022-07-07
Logan Thomas,TE,WAS,200.3,199,2022-07-07
D'Onta Foreman,RB,CAR,200.7,200,2022-07-07
John Metchie,WR,HOU,201.9,201,2022-07-07
Odell Beckham,WR,N/A,203,202,2022-07-07
Zamir White,RB,LV,203.2,203,2022-07-07
Chris Evans,RB,CIN,204.5,204,2022-07-07
Deshaun Watson,QB,CLE,204.9,205,2022-07-07
Taysom Hill,TE,NO,205.1,206,2022-07-07
Isaiah McKenzie,WR,BUF,205.9,207,2022-07-07
Baker Mayfield,QB,CAR,206.8,208,2022-07-07
Sony Michel,RB,LA,207.4,209,2022-07-07
James Washington,WR,DAL,207.4,210,2022-07-07
Brevin Jordan,TE,HOU,208.8,211,2022-07-07
Laviska Shenault,WR,JAX,210.1,212,2022-07-07
Bryan Edwards,WR,LV,210.5,213,2022-07-07
Marcus Mariota,QB,ATL,210.7,214,2022-07-07
Hassan Haskins,RB,TEN,211.3,215,2022-07-07
Rob Gronkowski,TE,TB,211.3,216,2022-07-07
Terrace Marshall,WR,CAR,211.4,217,2022-07-07
Zay Jones,WR,JAX,211.4,218,2022-07-07
Mo Alie-Cox,TE,IND,211.6,219,2022-07-07
D'Ernest Johnson,RB,CLE,211.7,220,2022-07-07
Eno Benjamin,RB,ARI,212.4,221,2022-07-07
Byron Pringle,WR,CHI,212.5,222,2022-07-07
Jalen Guyton,WR,LAC,213,223,2022-07-07
Donovan Peoples-Jones,WR,CLE,213.1,224,2022-07-07
Mitchell Trubisky,QB,PIT,213.6,225,2022-07-07
Cade Otton,TE,TB,213.8,226,2022-07-07
Kenyan Drake,RB,LV,214,227,2022-07-07
Romeo Doubs,WR,GB,214.3,228,2022-07-07
C.J. Uzomah,TE,NYJ,214.3,229,2022-07-07
Chuba Hubbard,RB,CAR,214.4,230,2022-07-07
Justyn Ross,WR,KC,214.4,231,2022-07-07
Randall Cobb,WR,GB,214.5,232,2022-07-07
Cedrick Wilson,WR,MIA,214.5,233,2022-07-07
Kenny Pickett,QB,PIT,214.6,234,2022-07-07
Velus Jones,WR,CHI,214.6,235,2022-07-07
Jonnu Smith,TE,NE,214.6,236,2022-07-07
Jauan Jennings,WR,SF,214.7,237,2022-07-07
Nick Westbrook-Ikhine,WR,TEN,214.7,238,2022-07-07
Quez Watkins,WR,PHI,214.9,239,2022-07-07
Tyquan Thornton,WR,NE,215.1,240,2022-07-07
Tyler Conklin,TE,NYJ,215.2,241,2022-07-07
James Proche,WR,BAL,215.2,242,2022-07-07
Trey Sermon,RB,SF,215.3,243,2022-07-07
Amari Rodgers,WR,GB,215.3,244,2022-07-07
Damien Williams,RB,ATL,215.3,245,2022-07-07
Trey McBride,TE,ARI,215.3,246,2022-07-07
Sterling Shepard,WR,NYG,215.4,247,2022-07-07
Tyler Badie,RB,BAL,215.4,248,2022-07-07
Marquez Callaway,WR,NO,215.5,249,2022-07-07
Desmond Ridder,QB,ATL,215.5,250,2022-07-07
Matt Breida,RB,NYG,215.5,251,2022-07-07
James White,RB,NE,215.6,252,2022-07-07
Braxton Berrios,WR,NYJ,215.6,253,2022-07-07
Mike Davis,RB,ATL,215.6,254,2022-07-07
Rex Burkhead,RB,HOU,215.6,255,2022-07-07
Snoop Conner,RB,JAX,215.6,256,2022-07-07
Jelani Woods,TE,IND,215.7,257,2022-07-07
Jacoby Brissett,QB,CLE,215.7,258,2022-07-07
Keaontay Ingram,RB,ARI,215.7,259,2022-07-07
O.J. Howard,TE,BUF,215.7,260,2022-07-07
Greg Dulcich,TE,DEN,215.7,261,2022-07-07
Tyler Johnson,WR,TB,215.7,262,2022-07-07
Dontrell Hilliard,RB,TEN,215.7,263,2022-07-07
Jimmy Garoppolo,QB,SF,215.8,264,2022-07-07
Boston Scott,RB,PHI,215.8,265,2022-07-07
Daniel Bellinger,TE,NYG,215.8,266,2022-07-07
Samaje Perine,RB,CIN,215.8,267,2022-07-07
Nelson Agholor,WR,NE,215.8,268,2022-07-07
Drew Lock,QB,SEA,215.8,269,2022-07-07
Khalil Shakir,WR,BUF,215.8,270,2022-07-07
Isiah Pacheco,RB,KC,215.8,271,2022-07-07
Adam Trautman,TE,NO,215.8,272,2022-07-07
Donald Parham,TE,LAC,215.8,273,2022-07-07
Chris Carson,RB,SEA,215.9,274,2022-07-07
Myles Gaskin,RB,MIA,215.9,275,2022-07-07
Benny Snell,RB,PIT,215.9,276,2022-07-07
Abram Smith,RB,NO,215.9,277,2022-07-07
Golden Tate,WR,N/A,215.9,278,2022-07-07
Sam Darnold,QB,CAR,215.9,279,2022-07-07
Tutu Atwell,WR,LA,215.9,280,2022-07-07
Emmanuel Sanders,WR,BUF,215.9,281,2022-07-07
Malik Willis,QB,TEN,215.9,282,2022-07-07
Danny Gray,WR,SF,215.9,283,2022-07-07
Tylan Wallace,WR,BAL,215.9,284,2022-07-07
Antoine Wesley,WR,ARI,215.9,285,2022-07-07
Antonio Brown,WR,N/A,215.9,286,2022-07-07
Jared Cook,TE,LAC,215.9,287,2022-07-07
Ke'Shawn Vaughn,RB,TB,215.9,288,2022-07-07
Josh Gordon,WR,KC,215.9,289,2022-07-07
Justin Jackson,RB,LAC,215.9,290,2022-07-07
Demarcus Robinson,WR,LV,215.9,291,2022-07-07
Ricky Seals-Jones,TE,NYG,215.9,292,2022-07-07
Phillip Lindsay,RB,MIA,215.9,293,2022-07-07
Pierre Strong,RB,NE,215.9,294,2022-07-07
Ihmir Smith-Marsette,WR,MIN,215.9,295,2022-07-07
Tommy Tremble,TE,CAR,215.9,296,2022-07-07
Tony Jones,RB,NO,215.9,297,2022-07-07
Jeff Wilson,RB,SF,215.9,298,2022-07-07
Olamide Zaccheaus,WR,ATL,215.9,299,2022-07-07
Chase Allen,TE,CHI,215.9,300,2022-07-07
Giovani Bernard,RB,TB,216,301,2022-07-07
Calvin Austin,WR,PIT,216,302,2022-07-07
Deonte Harris,WR,NO,216,303,2022-07-07
Anthony Schwartz,WR,CLE,216,304,2022-07-07
Foster Moreau,TE,LV,216,305,2022-07-07
Isaiah Likely,TE,BAL,216,306,2022-07-07
T.Y. Hilton,WR,IND,216,307,2022-07-07
Josh Reynolds,WR,DET,216,308,2022-07-07
Kyren Williams,RB,LA,216,309,2022-07-07
Dan Arnold,TE,JAX,216,310,2022-07-07
Harrison Bryant,TE,CLE,216,311,2022-07-07
D'Wayne Eskridge,WR,SEA,216,312,2022-07-07
Tyler Huntley,QB,BAL,216,313,2022-07-07
Kyle Philips,WR,TEN,216,314,2022-07-07
Trent Taylor,WR,CIN,216,315,2022-07-07
Justin Watson,WR,KC,216,316,2022-07-07
Trestan Ebnar,RB,CHI,216,317,2022-07-07
Chigoziem Okonkwo,TE,TEN,216,318,2022-07-07
Dyami Brown,WR,WAS,216,319,2022-07-07
Matt Corral,QB,CAR,216,320,2022-07-07
Marcedes Lewis,TE,GB,216,321,2022-07-07
Equanimeous St. Brown,WR,CHI,216,322,2022-07-07
Noah Brown,WR,DAL,216,323,2022-07-07
John Bates,TE,WAS,216,324,2022-07-07
Trent Sherfield,WR,MIA,216,325,2022-07-07
Geno Smith,QB,SEA,216,326,2022-07-07
Derrick Gore,RB,KC,216,327,2022-07-07
Cyril Grayson,WR,TB,216,328,2022-07-07
Kylen Granson,TE,IND,216,329,2022-07-07
Scott Miller,WR,TB,216,330,2022-07-07
Darius Slayton,WR,NYG,216,331,2022-07-07
Kyle Juszczyk,RB,SF,216,332,2022-07-07
Jordan Love,QB,GB,216,333,2022-07-07
Jakeem Grant,WR,CLE,216,334,2022-07-07
Eric Ebron,TE,N/A,216,335,2022-07-07
Denzel Mims,WR,NYJ,216,336,2022-07-07
Will Dissly,TE,SEA,216,337,2022-07-07
Lynn Bowden,WR,MIA,216,338,2022-07-07
Brandon Bolden,RB,LV,216,339,2022-07-07
Simi Fehoko,WR,DAL,216,340,2022-07-07
Cole Turner,TE,WAS,216,341,2022-07-07
Kennedy Brooks,RB,PHI,216,342,2022-07-07
Mike Boone,RB,DEN,216,343,2022-07-07
John Wolford,QB,LA,216,344,2022-07-07
Kene Nwangwu,RB,MIN,216,345,2022-07-07
Ashton Dulin,WR,IND,216,346,2022-07-07
Juwan Johnson,TE,NO,216,347,2022-07-07
Julius Chestnut,RB,TEN,216,348,2022-07-07
Samori Toure,WR,GB,216,349,2022-07-07
Mataeo Durant,RB,PIT,216,350,2022-07-07
T.J. Vasher,WR,DAL,216,351,2022-07-07
Cole Beasley,WR,N/A,216,352,2022-07-07
Keelan Cole,WR,NYJ,216,353,2022-07-07
Rashard Higgins,WR,CAR,216,354,2022-07-07
Tre'Quan Smith,WR,NO,216,355,2022-07-07
Zack Moss,RB,BUF,216,356,2022-07-07
Drew Sample,TE,CIN,216,357,2022-07-07
Tyler Kroft,TE,NYJ,216,358,2022-07-07
Jalen Nailor,WR,MIN,216,359,2022-07-07
Jaelon Darden,WR,TB,216,360,2022-07-07
Ty Montgomery,WR,NE,216,361,2022-07-07
Duke Johnson,RB,BUF,216,362,2022-07-07
Matt Schaub,QB,N/A,216,363,2022-07-07
Thaddeus Moss,TE,CIN,216,364,2022-07-07
Phillip Dorsett,WR,HOU,216,365,2022-07-07
Tre' McKitty,TE,LAC,216,366,2022-07-07
Wayne Gallman,RB,MIN,216,367,2022-07-07
Jimmy Graham,TE,CHI,216,368,2022-07-07
Zach Pascal,WR,PHI,216,369,2022-07-07
Ty'Son Williams,RB,BAL,216,370,2022-07-07
Greg Ward,WR,PHI,216,371,2022-07-07
Zonovan Knight,RB,NYJ,216,372,2022-07-07
Jamal Agnew,WR,JAX,216,373,2022-07-07
Teddy Bridgewater,QB,MIA,216,374,2022-07-07
Breshad Perriman,WR,TB,216,375,2022-07-07
Danny Amendola,WR,HOU,216,376,2022-07-07
Dontario Drummond,WR,DAL,216,377,2022-07-07
Kalen Ballage,RB,PIT,216,378,2022-07-07
Willie Snead,WR,N/A,216,379,2022-07-07
Chris Conley,WR,HOU,216,380,2022-07-07
Carlos Hyde,RB,N/A,216,381,2022-07-07
Quintez Cephus,WR,DET,216,382,2022-07-07
Jalen Reagor,WR,PHI,216,383,2022-07-07
Keke Coutee,WR,IND,216,384,2022-07-07
Cam Sims,WR,WAS,216,385,2022-07-07
Joshua Kelley,RB,LAC,216,386,2022-07-07
Tyron Johnson,WR,LV,216,387,2022-07-07
David Johnson,RB,HOU,216,388,2022-07-07
Tre Turner,WR,LV,216,389,2022-07-07
Laquon Treadwell,WR,JAX,216,390,2022-07-07
Preston Williams,WR,MIA,216,391,2022-07-07
Darren Fells,TE,N/A,216,392,2022-07-07
Mike Glennon,QB,NYG,216,393,2022-07-07
Jordan Akins,TE,NYG,216,394,2022-07-07
Anthony Firkser,TE,ATL,216,395,2022-07-07
Charleston Rambo,WR,CAR,216,396,2022-07-07
Damiere Byrd,WR,ATL,216,397,2022-07-07
Jalen Wydermyer,TE,BUF,216,398,2022-07-07
Deven Thompkins,WR,TB,216,399,2022-07-07
Miles Boykin,WR,PIT,216,400,2022-07-07
