player,pos,team,adp,rank,date
Cam Akers,RB,LA,46,46,2022-06-19
Allen Robinson,WR,LA,47.4,47,2022-06-19
D.K. Metcalf,WR,SEA,47.9,48,2022-06-19
Breece Hall,RB,NYJ,49.1,49,2022-06-19
George Kittle,TE,SF,49.6,50,2022-06-19
Gabriel Davis,WR,BUF,50.3,51,2022-06-19
David Montgomery,RB,CHI,51.8,52,2022-06-19
Lamar Jackson,QB,BAL,52.3,53,2022-06-19
Rashod Bateman,WR,BAL,53.3,54,2022-06-19
Brandin Cooks,WR,HOU,54.2,55,2022-06-19
J.K. Dobbins,RB,BAL,56.2,56,2022-06-19
Amari Cooper,WR,CLE,57.1,57,2022-06-19
JuJu Smith-Schuster,WR,KC,57.5,58,2022-06-19
Chris Godwin,WR,TB,57.6,59,2022-06-19
Darnell Mooney,WR,CHI,59.6,60,2022-06-19
Kyler Murray,QB,ARI,61.1,61,2022-06-19
Josh Jacobs,RB,LV,62.8,62,2022-06-19
Jalen Hurts,QB,PHI,63.1,63,2022-06-19
Elijah Moore,WR,NYJ,66.4,64,2022-06-19
Amon-Ra St. Brown,WR,DET,66.6,65,2022-06-19
Antonio Gibson,RB,WAS,66.9,66,2022-06-19
DeVonta Smith,WR,PHI,68.8,67,2022-06-19
Drake London,WR,ATL,69,68,2022-06-19
Dalton Schultz,TE,DAL,69.6,69,2022-06-19
Joe Burrow,QB,CIN,70.3,70,2022-06-19
Elijah Mitchell,RB,SF,71.1,71,2022-06-19
Adam Thielen,WR,MIN,71.9,72,2022-06-19
Michael Thomas,WR,NO,72.8,73,2022-06-19
AJ Dillon,RB,GB,73.4,74,2022-06-19
DeAndre Hopkins,WR,ARI,75.7,75,2022-06-19
Russell Wilson,QB,DEN,76.9,76,2022-06-19
Treylon Burks,WR,TEN,78,77,2022-06-19
Clyde Edwards-Helaire,RB,KC,78.3,78,2022-06-19
Tom Brady,QB,TB,79.5,79,2022-06-19
Brandon Aiyuk,WR,SF,79.9,80,2022-06-19
Hunter Renfrow,WR,LV,80.3,81,2022-06-19
Miles Sanders,RB,PHI,81.5,82,2022-06-19
Russell Gage,WR,TB,82.7,83,2022-06-19
T.J. Hockenson,TE,DET,84.9,84,2022-06-19
Dak Prescott,QB,DAL,85.8,85,2022-06-19
Christian Kirk,WR,JAX,86.4,86,2022-06-19
Tony Pollard,RB,DAL,86.6,87,2022-06-19
Trey Lance,QB,SF,88.9,88,2022-06-19
Kenneth Walker,RB,SEA,89.7,89,2022-06-19
Skyy Moore,WR,KC,90.2,90,2022-06-19
Allen Lazard,WR,GB,91.2,91,2022-06-19
Tyler Lockett,WR,SEA,92.2,92,2022-06-19
Kadarius Toney,WR,NYG,93.3,93,2022-06-19
Matthew Stafford,QB,LA,94.6,94,2022-06-19
Cordarrelle Patterson,RB,ATL,95.9,95,2022-06-19
Marquez Valdes-Scantling,WR,KC,96.1,96,2022-06-19
Dallas Goedert,TE,PHI,96.4,97,2022-06-19
Damien Harris,RB,NE,96.7,98,2022-06-19
Kareem Hunt,RB,CLE,98.3,99,2022-06-19
Chris Olave,WR,NO,100,100,2022-06-19
Dawson Knox,TE,BUF,101.8,101,2022-06-19
Garrett Wilson,WR,NYJ,103.6,102,2022-06-19
Chase Claypool,WR,PIT,104.1,103,2022-06-19
Aaron Rodgers,QB,GB,104.3,104,2022-06-19
Devin Singletary,RB,BUF,106.4,105,2022-06-19
Robert Woods,WR,TEN,106.4,106,2022-06-19
James Cook,RB,BUF,106.7,107,2022-06-19
Derek Carr,QB,LV,107.3,108,2022-06-19
Melvin Gordon,RB,DEN,107.8,109,2022-06-19
Tyler Boyd,WR,CIN,109.3,110,2022-06-19
Zach Ertz,TE,ARI,109.6,111,2022-06-19
Christian Watson,WR,GB,112.4,112,2022-06-19
Chase Edmonds,RB,MIA,112.5,113,2022-06-19
Rob Gronkowski,TE,TB,113,114,2022-06-19
Rashaad Penny,RB,SEA,114.5,115,2022-06-19
Michael Gallup,WR,DAL,116.4,116,2022-06-19
Rhamondre Stevenson,RB,NE,117.6,117,2022-06-19
Rondale Moore,WR,ARI,119,118,2022-06-19
Kirk Cousins,QB,MIN,119.5,119,2022-06-19
Kenny Golladay,WR,NYG,120,120,2022-06-19
Tim Patrick,WR,DEN,121,121,2022-06-19
Jameson Williams,WR,DET,122.7,122,2022-06-19
Alexander Mattison,RB,MIN,124.3,123,2022-06-19
Jarvis Landry,WR,NO,125.4,124,2022-06-19
Pat Freiermuth,TE,PIT,127.1,125,2022-06-19
Justin Fields,QB,CHI,127.1,126,2022-06-19
Mecole Hardman,WR,KC,127.5,127,2022-06-19
Dameon Pierce,RB,HOU,129.6,128,2022-06-19
Ronald Jones,RB,KC,129.9,129,2022-06-19
Jamison Crowder,WR,BUF,130,130,2022-06-19
Rachaad White,RB,TB,131.5,131,2022-06-19
Mike Gesicki,TE,MIA,132.5,132,2022-06-19
Tua Tagovailoa,QB,MIA,133.4,133,2022-06-19
DeVante Parker,WR,NE,134.7,134,2022-06-19
Jakobi Meyers,WR,NE,135.8,135,2022-06-19
Nyheim Hines,RB,IND,137.2,136,2022-06-19
Van Jefferson,WR,LA,137.8,137,2022-06-19
Isaiah Spiller,RB,LAC,138.7,138,2022-06-19
Jahan Dotson,WR,WAS,138.8,139,2022-06-19
Irv Smith,TE,MIN,138.8,140,2022-06-19
Darrell Henderson,RB,LA,140.6,141,2022-06-19
Robert Tonyan,TE,GB,142.4,142,2022-06-19
Cole Kmet,TE,CHI,142.5,143,2022-06-19
Michael Carter,RB,NYJ,143.8,144,2022-06-19
Trevor Lawrence,QB,JAX,144.2,145,2022-06-19
Jalen Tolbert,WR,DAL,144.6,146,2022-06-19
Albert Okwuegbunam,TE,DEN,147.4,147,2022-06-19
D.J. Chark,WR,DET,149.1,148,2022-06-19
K.J. Osborn,WR,MIN,150.2,149,2022-06-19
Joshua Palmer,WR,LAC,151.6,150,2022-06-19
Hunter Henry,TE,NE,152.1,151,2022-06-19
Tyler Allgeier,RB,ATL,152.4,152,2022-06-19
Jameis Winston,QB,NO,154.7,153,2022-06-19
Corey Davis,WR,NYJ,155.6,154,2022-06-19
Kenneth Gainwell,RB,PHI,157,155,2022-06-19
Darrel Williams,RB,KC,158.2,156,2022-06-19
Alec Pierce,WR,IND,158.3,157,2022-06-19
Matt Ryan,QB,IND,159.5,158,2022-06-19
David Njoku,TE,CLE,159.9,159,2022-06-19
Daniel Jones,QB,NYG,160.7,160,2022-06-19
Tyrion Davis-Price,RB,SF,161.2,161,2022-06-19
George Pickens,WR,PIT,162.1,162,2022-06-19
Khalil Herbert,RB,CHI,162.9,163,2022-06-19
Marvin Jones,WR,JAX,164.5,164,2022-06-19
Tyler Higbee,TE,LA,166.3,165,2022-06-19
Gerald Everett,TE,LAC,167.4,166,2022-06-19
Robby Anderson,WR,CAR,167.6,167,2022-06-19
KJ Hamler,WR,DEN,171,168,2022-06-19
David Bell,WR,CLE,171.3,169,2022-06-19
James Robinson,RB,JAX,171.5,170,2022-06-19
Sammy Watkins,WR,GB,171.9,171,2022-06-19
Noah Fant,TE,SEA,172.1,172,2022-06-19
Zach Wilson,QB,NYJ,172.4,173,2022-06-19
Gus Edwards,RB,BAL,173.8,174,2022-06-19
Deshaun Watson,QB,CLE,174.4,175,2022-06-19
Curtis Samuel,WR,WAS,176.7,176,2022-06-19
Jamaal Williams,RB,DET,178.4,177,2022-06-19
Wan'Dale Robinson,WR,NYG,179.3,178,2022-06-19
J.D. McKissic,RB,WAS,180.3,179,2022-06-19
Evan Engram,TE,JAX,181.3,180,2022-06-19
Hayden Hurst,TE,CIN,181.6,181,2022-06-19
Ryan Tannehill,QB,TEN,182.8,182,2022-06-19
Mac Jones,QB,NE,183.2,183,2022-06-19
William Fuller,WR,N/A,183.4,184,2022-06-19
A.J. Green,WR,ARI,186,185,2022-06-19
Raheem Mostert,RB,MIA,188.5,186,2022-06-19
Brian Robinson Jr.,RB,WAS,188.7,187,2022-06-19
John Metchie,WR,HOU,189.9,188,2022-06-19
Kendrick Bourne,WR,NE,191,189,2022-06-19
Jared Goff,QB,DET,192,190,2022-06-19
Odell Beckham,WR,N/A,193.6,191,2022-06-19
Julio Jones,WR,N/A,194.9,192,2022-06-19
Marlon Mack,RB,HOU,195.2,193,2022-06-19
Parris Campbell,WR,IND,195.2,194,2022-06-19
Logan Thomas,TE,WAS,197,195,2022-06-19
Nico Collins,WR,HOU,197,196,2022-06-19
Jerick McKinnon,RB,KC,198.6,197,2022-06-19
Donovan Peoples-Jones,WR,CLE,198.7,198,2022-06-19
Taysom Hill,TE,NO,199.9,199,2022-06-19
D'Onta Foreman,RB,CAR,200,200,2022-06-19
Carson Wentz,QB,WAS,200.8,201,2022-06-19
Austin Hooper,TE,TEN,201.2,202,2022-06-19
Devin Duvernay,WR,BAL,201.6,203,2022-06-19
Zamir White,RB,LV,202.5,204,2022-06-19
Davis Mills,QB,HOU,204.6,205,2022-06-19
Sony Michel,RB,LA,205.8,206,2022-06-19
Laviska Shenault,WR,JAX,205.8,207,2022-06-19
James Washington,WR,DAL,206.5,208,2022-06-19
Hassan Haskins,RB,TEN,207.8,209,2022-06-19
Justyn Ross,WR,KC,209.3,210,2022-06-19
Brevin Jordan,TE,HOU,209.3,211,2022-06-19
Bryan Edwards,WR,LV,209.8,212,2022-06-19
Romeo Doubs,WR,GB,210.5,213,2022-06-19
Marcus Mariota,QB,ATL,211.8,214,2022-06-19
Isaiah McKenzie,WR,BUF,211.9,215,2022-06-19
Mark Ingram,RB,NO,212,216,2022-06-19
Zay Jones,WR,JAX,212,217,2022-06-19
Cameron Brate,TE,TB,212.1,218,2022-06-19
Byron Pringle,WR,CHI,212.2,219,2022-06-19
Chris Evans,RB,CIN,212.4,220,2022-06-19
Mo Alie-Cox,TE,IND,212.4,221,2022-06-19
Velus Jones,WR,CHI,212.7,222,2022-06-19
Kenyan Drake,RB,LV,213,223,2022-06-19
C.J. Uzomah,TE,NYJ,213.2,224,2022-06-19
Cedrick Wilson,WR,MIA,213.3,225,2022-06-19
D'Ernest Johnson,RB,CLE,213.4,226,2022-06-19
Kenny Pickett,QB,PIT,213.6,227,2022-06-19
Jalen Guyton,WR,LAC,213.7,228,2022-06-19
Terrace Marshall,WR,CAR,213.9,229,2022-06-19
Sterling Shepard,WR,NYG,214,230,2022-06-19
Baker Mayfield,QB,CLE,214.2,231,2022-06-19
James White,RB,NE,214.2,232,2022-06-19
Tyquan Thornton,WR,NE,214.5,233,2022-06-19
Chuba Hubbard,RB,CAR,214.5,234,2022-06-19
Randall Cobb,WR,GB,214.6,235,2022-06-19
Mitchell Trubisky,QB,PIT,214.6,236,2022-06-19
Amari Rodgers,WR,GB,214.7,237,2022-06-19
Keaontay Ingram,RB,ARI,214.8,238,2022-06-19
Quez Watkins,WR,PHI,214.8,239,2022-06-19
Trey McBride,TE,ARI,214.9,240,2022-06-19
Trey Sermon,RB,SF,215,241,2022-06-19
Nick Westbrook-Ikhine,WR,TEN,215.1,242,2022-06-19
Jauan Jennings,WR,SF,215.1,243,2022-06-19
Greg Dulcich,TE,DEN,215.2,244,2022-06-19
Khalil Shakir,WR,BUF,215.3,245,2022-06-19
Jonnu Smith,TE,NE,215.3,246,2022-06-19
Rex Burkhead,RB,HOU,215.4,247,2022-06-19
Damien Williams,RB,ATL,215.4,248,2022-06-19
Desmond Ridder,QB,ATL,215.4,249,2022-06-19
Marquez Callaway,WR,NO,215.4,250,2022-06-19
O.J. Howard,TE,BUF,215.5,251,2022-06-19
Matt Breida,RB,NYG,215.5,252,2022-06-19
Emmanuel Sanders,WR,BUF,215.5,253,2022-06-19
Samaje Perine,RB,CIN,215.5,254,2022-06-19
Danny Gray,WR,SF,215.5,255,2022-06-19
Braxton Berrios,WR,NYJ,215.5,256,2022-06-19
Isiah Pacheco,RB,KC,215.5,257,2022-06-19
Tyler Badie,RB,BAL,215.6,258,2022-06-19
Mike Davis,RB,ATL,215.6,259,2022-06-19
Tylan Wallace,WR,BAL,215.6,260,2022-06-19
Jimmy Garoppolo,QB,SF,215.7,261,2022-06-19
Daniel Bellinger,TE,NYG,215.7,262,2022-06-19
Eno Benjamin,RB,ARI,215.7,263,2022-06-19
Deonte Harris,WR,NO,215.7,264,2022-06-19
Calvin Austin,WR,PIT,215.8,265,2022-06-19
Dontrell Hilliard,RB,TEN,215.8,266,2022-06-19
Boston Scott,RB,PHI,215.8,267,2022-06-19
James Proche,WR,BAL,215.8,268,2022-06-19
Snoop Conner,RB,JAX,215.8,269,2022-06-19
Nelson Agholor,WR,NE,215.8,270,2022-06-19
Drew Lock,QB,SEA,215.8,271,2022-06-19
Malik Willis,QB,TEN,215.8,272,2022-06-19
Jeff Wilson,RB,SF,215.8,273,2022-06-19
Kyle Philips,WR,TEN,215.8,274,2022-06-19
Adam Trautman,TE,NO,215.8,275,2022-06-19
Jacoby Brissett,QB,CLE,215.8,276,2022-06-19
David Johnson,RB,HOU,215.8,277,2022-06-19
Jared Cook,TE,LAC,215.8,278,2022-06-19
Darius Slayton,WR,NYG,215.9,279,2022-06-19
JaMycal Hasty,RB,SF,215.9,280,2022-06-19
Larry Rountree,RB,LAC,215.9,281,2022-06-19
Josh Gordon,WR,KC,215.9,282,2022-06-19
Chigoziem Okonkwo,TE,TEN,215.9,283,2022-06-19
Ke'Shawn Vaughn,RB,TB,215.9,284,2022-06-19
Eric Ezukanma,WR,MIA,215.9,285,2022-06-19
T.Y. Hilton,WR,IND,215.9,286,2022-06-19
Demarcus Robinson,WR,LV,215.9,287,2022-06-19
Tyler Conklin,TE,NYJ,215.9,288,2022-06-19
Tutu Atwell,WR,LA,215.9,289,2022-06-19
Tyler Johnson,WR,TB,215.9,290,2022-06-19
Jermar Jefferson,RB,DET,215.9,291,2022-06-19
Dare Ogunbowale,RB,HOU,215.9,292,2022-06-19
Jelani Woods,TE,IND,215.9,293,2022-06-19
Josh Reynolds,WR,DET,215.9,294,2022-06-19
Derrick Gore,RB,KC,215.9,295,2022-06-19
Pierre Strong,RB,NE,215.9,296,2022-06-19
Anthony Schwartz,WR,CLE,215.9,297,2022-06-19
Abram Smith,RB,NO,215.9,298,2022-06-19
Antoine Wesley,WR,ARI,215.9,299,2022-06-19
Cyril Grayson,WR,TB,215.9,300,2022-06-19
Kyren Williams,RB,LA,215.9,301,2022-06-19
Ricky Seals-Jones,TE,NYG,215.9,302,2022-06-19
Giovani Bernard,RB,TB,215.9,303,2022-06-19
Matt Corral,QB,CAR,215.9,304,2022-06-19
Olamide Zaccheaus,WR,ATL,215.9,305,2022-06-19
Donald Parham,TE,LAC,215.9,306,2022-06-19
C.J. Ham,RB,MIN,215.9,307,2022-06-19
Ashton Dulin,WR,IND,215.9,308,2022-06-19
Cole Beasley,WR,N/A,215.9,309,2022-06-19
Breshad Perriman,WR,TB,215.9,310,2022-06-19
D'Wayne Eskridge,WR,SEA,215.9,311,2022-06-19
Duke Johnson,RB,BUF,215.9,312,2022-06-19
Phillip Lindsay,RB,MIA,215.9,313,2022-06-19
DeSean Jackson,WR,LV,215.9,314,2022-06-19
Auden Tate,WR,ATL,215.9,315,2022-06-19
Zack Moss,RB,BUF,216,316,2022-06-19
Ihmir Smith-Marsette,WR,MIN,216,317,2022-06-19
Foster Moreau,TE,LV,216,318,2022-06-19
Tony Jones,RB,NO,216,319,2022-06-19
Antonio Brown,WR,N/A,216,320,2022-06-19
Sam Darnold,QB,CAR,216,321,2022-06-19
Benny Snell,RB,PIT,216,322,2022-06-19
Deven Thompkins,WR,TB,216,323,2022-06-19
John Bates,TE,WAS,216,324,2022-06-19
Kene Nwangwu,RB,MIN,216,325,2022-06-19
Jody Fortson,TE,KC,216,326,2022-06-19
Jamal Agnew,WR,JAX,216,327,2022-06-19
Teddy Bridgewater,QB,MIA,216,328,2022-06-19
Justin Jackson,RB,LAC,216,329,2022-06-19
Jalen Reagor,WR,PHI,216,330,2022-06-19
Harrison Bryant,TE,CLE,216,331,2022-06-19
Ross Dwelley,TE,SF,216,332,2022-06-19
Kevin Austin,WR,JAX,216,333,2022-06-19
Keelan Cole,WR,NYJ,216,334,2022-06-19
Chris Carson,RB,SEA,216,335,2022-06-19
Taylor Heinicke,QB,WAS,216,336,2022-06-19
Charlie Kolar,TE,BAL,216,337,2022-06-19
Simi Fehoko,WR,DAL,216,338,2022-06-19
Tommy Tremble,TE,CAR,216,339,2022-06-19
Blake Bell,TE,KC,216,340,2022-06-19
Malik Taylor,WR,GB,216,341,2022-06-19
Lil'Jordan Humphrey,WR,NO,216,342,2022-06-19
Tyler Huntley,QB,BAL,216,343,2022-06-19
Josiah Deguara,TE,GB,216,344,2022-06-19
Zach Pascal,WR,PHI,216,345,2022-06-19
Ty'Son Williams,RB,BAL,216,346,2022-06-19
Scott Miller,WR,TB,216,347,2022-06-19
Myles Gaskin,RB,MIA,216,348,2022-06-19
Quintez Cephus,WR,DET,216,349,2022-06-19
Dan Arnold,TE,JAX,216,350,2022-06-19
Dyami Brown,WR,WAS,216,351,2022-06-19
Jerreth Sterns,WR,TB,216,352,2022-06-19
Freddie Swain,WR,SEA,216,353,2022-06-19
Equanimeous St. Brown,WR,CHI,216,354,2022-06-19
Isaiah Likely,TE,BAL,216,355,2022-06-19
Jaelon Darden,WR,TB,216,356,2022-06-19
Kennedy Brooks,RB,PHI,216,357,2022-06-19
Justin Watson,WR,KC,216,358,2022-06-19
Craig Reynolds,RB,DET,216,359,2022-06-19
Geno Smith,QB,SEA,216,360,2022-06-19
Julian Edelman,WR,N/A,216,361,2022-06-19
Julius Chestnut,RB,TEN,216,362,2022-06-19
Rashard Higgins,WR,CAR,216,363,2022-06-19
Gardner Minshew,QB,PHI,216,364,2022-06-19
Travis Fulgham,WR,DEN,216,365,2022-06-19
Noah Gray,TE,KC,216,366,2022-06-19
Ty Montgomery,WR,NE,216,367,2022-06-19
Ryquell Armstead,RB,JAX,216,368,2022-06-19
DeAndre Carter,WR,LAC,216,369,2022-06-19
Ryan Fitzpatrick,QB,WAS,216,370,2022-06-19
Wayne Gallman,RB,MIN,216,371,2022-06-19
Jimmy Graham,TE,CHI,216,372,2022-06-19
Greg Ward,WR,PHI,216,373,2022-06-19
Zonovan Knight,RB,NYJ,216,374,2022-06-19
Danny Amendola,WR,HOU,216,375,2022-06-19
Dontario Drummond,WR,DAL,216,376,2022-06-19
Kalen Ballage,RB,PIT,216,377,2022-06-19
Tre'Quan Smith,WR,NO,216,378,2022-06-19
Willie Snead,WR,N/A,216,379,2022-06-19
Chris Conley,WR,HOU,216,380,2022-06-19
Carlos Hyde,RB,N/A,216,381,2022-06-19
Kyle Juszczyk,RB,SF,216,382,2022-06-19
Jordan Love,QB,GB,216,383,2022-06-19
Keke Coutee,WR,IND,216,384,2022-06-19
Cam Sims,WR,WAS,216,385,2022-06-19
Joshua Kelley,RB,LAC,216,386,2022-06-19
Tyron Johnson,WR,LV,216,387,2022-06-19
Jakeem Grant,WR,CLE,216,388,2022-06-19
Tre Turner,WR,LV,216,389,2022-06-19
Laquon Treadwell,WR,JAX,216,390,2022-06-19
Preston Williams,WR,MIA,216,391,2022-06-19
Darren Fells,TE,N/A,216,392,2022-06-19
Mike Glennon,QB,NYG,216,393,2022-06-19
Jordan Akins,TE,NYG,216,394,2022-06-19
Anthony Firkser,TE,ATL,216,395,2022-06-19
Charleston Rambo,WR,CAR,216,396,2022-06-19
Damiere Byrd,WR,ATL,216,397,2022-06-19
Jalen Wydermyer,TE,BUF,216,398,2022-06-19
Miles Boykin,WR,PIT,216,399,2022-06-19
Eric Ebron,TE,N/A,216,400,2022-06-19
