player,pos,team,adp,rank,date
D.J. Chark,WR,DET,148.9,148,2022-06-20
K.J. Osborn,WR,MIN,150.6,149,2022-06-20
Joshua Palmer,WR,LAC,151,150,2022-06-20
Hunter Henry,TE,NE,151.8,151,2022-06-20
Tyler Allgeier,RB,ATL,153.1,152,2022-06-20
Jameis Winston,QB,NO,154.2,153,2022-06-20
Corey Davis,WR,NYJ,155.6,154,2022-06-20
Kenneth Gainwell,RB,PHI,157,155,2022-06-20
Darrel Williams,RB,KC,157.5,156,2022-06-20
Alec Pierce,WR,IND,158.2,157,2022-06-20
Matt Ryan,QB,IND,158.9,158,2022-06-20
Daniel Jones,QB,NYG,160.1,159,2022-06-20
David Njoku,TE,CLE,161,160,2022-06-20
Tyrion Davis-Price,RB,SF,161.2,161,2022-06-20
George Pickens,WR,PIT,162.1,162,2022-06-20
Khalil Herbert,RB,CHI,162.5,163,2022-06-20
Marvin Jones,WR,JAX,164.5,164,2022-06-20
Tyler Higbee,TE,LA,165.8,165,2022-06-20
Gerald Everett,TE,LAC,166.6,166,2022-06-20
Robby Anderson,WR,CAR,168.2,167,2022-06-20
Sammy Watkins,WR,GB,170.5,168,2022-06-20
KJ Hamler,WR,DEN,170.8,169,2022-06-20
James Robinson,RB,JAX,171.2,170,2022-06-20
Noah Fant,TE,SEA,172,171,2022-06-20
Zach Wilson,QB,NYJ,172.1,172,2022-06-20
David Bell,WR,CLE,172.3,173,2022-06-20
Gus Edwards,RB,BAL,173.1,174,2022-06-20
Curtis Samuel,WR,WAS,176.8,175,2022-06-20
Jamaal Williams,RB,DET,179.1,176,2022-06-20
Wan'Dale Robinson,WR,NYG,179.2,177,2022-06-20
Evan Engram,TE,JAX,180.4,178,2022-06-20
J.D. McKissic,RB,WAS,180.7,179,2022-06-20
Deshaun Watson,QB,CLE,180.8,180,2022-06-20
Hayden Hurst,TE,CIN,181.8,181,2022-06-20
Ryan Tannehill,QB,TEN,183.1,182,2022-06-20
Mac Jones,QB,NE,183.4,183,2022-06-20
William Fuller,WR,N/A,183.6,184,2022-06-20
A.J. Green,WR,ARI,185.9,185,2022-06-20
Raheem Mostert,RB,MIA,188,186,2022-06-20
Brian Robinson Jr.,RB,WAS,189.5,187,2022-06-20
John Metchie,WR,HOU,189.6,188,2022-06-20
Kendrick Bourne,WR,NE,190.8,189,2022-06-20
Jared Goff,QB,DET,191.4,190,2022-06-20
Julio Jones,WR,N/A,193.6,191,2022-06-20
Odell Beckham,WR,N/A,194.2,192,2022-06-20
Marlon Mack,RB,HOU,194.4,193,2022-06-20
Parris Campbell,WR,IND,194.5,194,2022-06-20
Nico Collins,WR,HOU,196.3,195,2022-06-20
Logan Thomas,TE,WAS,197,196,2022-06-20
Jerick McKinnon,RB,KC,197.7,197,2022-06-20
Taysom Hill,TE,NO,200.5,198,2022-06-20
Austin Hooper,TE,TEN,200.6,199,2022-06-20
D'Onta Foreman,RB,CAR,200.6,200,2022-06-20
Carson Wentz,QB,WAS,200.8,201,2022-06-20
Donovan Peoples-Jones,WR,CLE,200.9,202,2022-06-20
Devin Duvernay,WR,BAL,201.4,203,2022-06-20
Zamir White,RB,LV,202.8,204,2022-06-20
Davis Mills,QB,HOU,204.6,205,2022-06-20
Laviska Shenault,WR,JAX,205.6,206,2022-06-20
Sony Michel,RB,LA,205.8,207,2022-06-20
James Washington,WR,DAL,206.5,208,2022-06-20
Hassan Haskins,RB,TEN,207.8,209,2022-06-20
Brevin Jordan,TE,HOU,208.7,210,2022-06-20
Justyn Ross,WR,KC,210,211,2022-06-20
Bryan Edwards,WR,LV,210.2,212,2022-06-20
Romeo Doubs,WR,GB,210.6,213,2022-06-20
Cameron Brate,TE,TB,211.3,214,2022-06-20
Isaiah McKenzie,WR,BUF,211.6,215,2022-06-20
Marcus Mariota,QB,ATL,211.9,216,2022-06-20
Mark Ingram,RB,NO,212,217,2022-06-20
Mo Alie-Cox,TE,IND,212,218,2022-06-20
Chris Evans,RB,CIN,212.2,219,2022-06-20
Zay Jones,WR,JAX,212.2,220,2022-06-20
Byron Pringle,WR,CHI,212.7,221,2022-06-20
Kenyan Drake,RB,LV,212.8,222,2022-06-20
Velus Jones,WR,CHI,213,223,2022-06-20
C.J. Uzomah,TE,NYJ,213.2,224,2022-06-20
D'Ernest Johnson,RB,CLE,213.3,225,2022-06-20
Cedrick Wilson,WR,MIA,213.6,226,2022-06-20
Jalen Guyton,WR,LAC,213.6,227,2022-06-20
Kenny Pickett,QB,PIT,213.8,228,2022-06-20
Terrace Marshall,WR,CAR,214,229,2022-06-20
Sterling Shepard,WR,NYG,214.1,230,2022-06-20
Tyquan Thornton,WR,NE,214.1,231,2022-06-20
Chuba Hubbard,RB,CAR,214.5,232,2022-06-20
Amari Rodgers,WR,GB,214.5,233,2022-06-20
James White,RB,NE,214.5,234,2022-06-20
Baker Mayfield,QB,CLE,214.6,235,2022-06-20
Randall Cobb,WR,GB,214.6,236,2022-06-20
Mitchell Trubisky,QB,PIT,214.7,237,2022-06-20
Keaontay Ingram,RB,ARI,214.8,238,2022-06-20
Quez Watkins,WR,PHI,214.9,239,2022-06-20
Rex Burkhead,RB,HOU,214.9,240,2022-06-20
Trey McBride,TE,ARI,215,241,2022-06-20
Trey Sermon,RB,SF,215,242,2022-06-20
Khalil Shakir,WR,BUF,215,243,2022-06-20
Desmond Ridder,QB,ATL,215.1,244,2022-06-20
Greg Dulcich,TE,DEN,215.1,245,2022-06-20
Jonnu Smith,TE,NE,215.2,246,2022-06-20
Damien Williams,RB,ATL,215.2,247,2022-06-20
Nick Westbrook-Ikhine,WR,TEN,215.2,248,2022-06-20
Jauan Jennings,WR,SF,215.2,249,2022-06-20
Marquez Callaway,WR,NO,215.3,250,2022-06-20
O.J. Howard,TE,BUF,215.3,251,2022-06-20
Braxton Berrios,WR,NYJ,215.4,252,2022-06-20
Isiah Pacheco,RB,KC,215.5,253,2022-06-20
Emmanuel Sanders,WR,BUF,215.5,254,2022-06-20
Matt Breida,RB,NYG,215.5,255,2022-06-20
Tyler Badie,RB,BAL,215.7,256,2022-06-20
Daniel Bellinger,TE,NYG,215.7,257,2022-06-20
Eno Benjamin,RB,ARI,215.7,258,2022-06-20
Matt Corral,QB,CAR,215.7,259,2022-06-20
Danny Gray,WR,SF,215.7,260,2022-06-20
Samaje Perine,RB,CIN,215.7,261,2022-06-20
Kene Nwangwu,RB,MIN,215.7,262,2022-06-20
Nelson Agholor,WR,NE,215.7,263,2022-06-20
Jeff Wilson,RB,SF,215.7,264,2022-06-20
Tylan Wallace,WR,BAL,215.7,265,2022-06-20
Jimmy Garoppolo,QB,SF,215.7,266,2022-06-20
Jacoby Brissett,QB,CLE,215.7,267,2022-06-20
Mike Davis,RB,ATL,215.7,268,2022-06-20
Deonte Harris,WR,NO,215.7,269,2022-06-20
Kyle Philips,WR,TEN,215.7,270,2022-06-20
Adam Trautman,TE,NO,215.7,271,2022-06-20
Snoop Conner,RB,JAX,215.8,272,2022-06-20
Boston Scott,RB,PHI,215.8,273,2022-06-20
Eric Ezukanma,WR,MIA,215.8,274,2022-06-20
Josh Gordon,WR,KC,215.8,275,2022-06-20
Dontrell Hilliard,RB,TEN,215.8,276,2022-06-20
Malik Willis,QB,TEN,215.8,277,2022-06-20
Caleb Huntley,RB,ATL,215.8,278,2022-06-20
Andre Patton,WR,N/A,215.8,279,2022-06-20
Darius Slayton,WR,NYG,215.8,280,2022-06-20
Jared Cook,TE,LAC,215.8,281,2022-06-20
Demarcus Robinson,WR,LV,215.8,282,2022-06-20
Calvin Austin,WR,PIT,215.8,283,2022-06-20
Pierre Strong,RB,NE,215.8,284,2022-06-20
James Proche,WR,BAL,215.8,285,2022-06-20
Nate Wieting,TE,N/A,215.8,286,2022-06-20
Chris Rowland,WR,N/A,215.8,287,2022-06-20
Cole Beasley,WR,N/A,215.8,288,2022-06-20
Tutu Atwell,WR,LA,215.8,289,2022-06-20
JaMycal Hasty,RB,SF,215.8,290,2022-06-20
Tyler Johnson,WR,TB,215.9,291,2022-06-20
Larry Rountree,RB,LAC,215.9,292,2022-06-20
Drew Lock,QB,SEA,215.9,293,2022-06-20
Tyler Conklin,TE,NYJ,215.9,294,2022-06-20
Ryan Willis,QB,CHI,215.9,295,2022-06-20
T.Y. Hilton,WR,IND,215.9,296,2022-06-20
Dare Ogunbowale,RB,HOU,215.9,297,2022-06-20
Jermar Jefferson,RB,DET,215.9,298,2022-06-20
Ke'Shawn Vaughn,RB,TB,215.9,299,2022-06-20
Anthony Schwartz,WR,CLE,215.9,300,2022-06-20
Phillip Lindsay,RB,MIA,215.9,301,2022-06-20
Donald Parham,TE,LAC,215.9,302,2022-06-20
Antoine Wesley,WR,ARI,215.9,303,2022-06-20
Breshad Perriman,WR,TB,215.9,304,2022-06-20
Kyren Williams,RB,LA,215.9,305,2022-06-20
C.J. Ham,RB,MIN,215.9,306,2022-06-20
Cyril Grayson,WR,TB,215.9,307,2022-06-20
Chris Carson,RB,SEA,215.9,308,2022-06-20
David Johnson,RB,HOU,215.9,309,2022-06-20
Ricky Seals-Jones,TE,NYG,215.9,310,2022-06-20
D'Wayne Eskridge,WR,SEA,215.9,311,2022-06-20
Chigoziem Okonkwo,TE,TEN,215.9,312,2022-06-20
Giovani Bernard,RB,TB,215.9,313,2022-06-20
Josh Reynolds,WR,DET,215.9,314,2022-06-20
Benny Snell,RB,PIT,215.9,315,2022-06-20
Foster Moreau,TE,LV,215.9,316,2022-06-20
Jelani Woods,TE,IND,215.9,317,2022-06-20
Duke Johnson,RB,BUF,215.9,318,2022-06-20
Olamide Zaccheaus,WR,ATL,215.9,319,2022-06-20
Adrian Peterson,RB,SEA,215.9,320,2022-06-20
Dyami Brown,WR,WAS,216,321,2022-06-20
Antonio Brown,WR,N/A,216,322,2022-06-20
Sam Darnold,QB,CAR,216,323,2022-06-20
Quintez Cephus,WR,DET,216,324,2022-06-20
Zack Moss,RB,BUF,216,325,2022-06-20
Ihmir Smith-Marsette,WR,MIN,216,326,2022-06-20
Auden Tate,WR,ATL,216,327,2022-06-20
Tommy Tremble,TE,CAR,216,328,2022-06-20
Ashton Dulin,WR,IND,216,329,2022-06-20
Jody Fortson,TE,KC,216,330,2022-06-20
Tre'Quan Smith,WR,NO,216,331,2022-06-20
Justin Jackson,RB,LAC,216,332,2022-06-20
Jalen Reagor,WR,PHI,216,333,2022-06-20
Laquon Treadwell,WR,JAX,216,334,2022-06-20
Nick Boyle,TE,BAL,216,335,2022-06-20
Jake Ferguson,TE,DAL,216,336,2022-06-20
Jaelon Darden,WR,TB,216,337,2022-06-20
John Bates,TE,WAS,216,338,2022-06-20
Keelan Cole,WR,NYJ,216,339,2022-06-20
Zach Pascal,WR,PHI,216,340,2022-06-20
Scott Miller,WR,TB,216,341,2022-06-20
Dan Arnold,TE,JAX,216,342,2022-06-20
Deven Thompkins,WR,TB,216,343,2022-06-20
Jerreth Sterns,WR,TB,216,344,2022-06-20
Harrison Bryant,TE,CLE,216,345,2022-06-20
Charlie Kolar,TE,BAL,216,346,2022-06-20
Kevin Harris,RB,NE,216,347,2022-06-20
Abram Smith,RB,NO,216,348,2022-06-20
Blake Bell,TE,KC,216,349,2022-06-20
Lil'Jordan Humphrey,WR,NO,216,350,2022-06-20
J.J. Taylor,RB,NE,216,351,2022-06-20
Tyler Huntley,QB,BAL,216,352,2022-06-20
Josiah Deguara,TE,GB,216,353,2022-06-20
Geno Smith,QB,SEA,216,354,2022-06-20
Derrick Gore,RB,KC,216,355,2022-06-20
Ty'Son Williams,RB,BAL,216,356,2022-06-20
Jamal Agnew,WR,JAX,216,357,2022-06-20
Teddy Bridgewater,QB,MIA,216,358,2022-06-20
Myles Gaskin,RB,MIA,216,359,2022-06-20
Richie James,WR,NYG,216,360,2022-06-20
Freddie Swain,WR,SEA,216,361,2022-06-20
Isaiah Likely,TE,BAL,216,362,2022-06-20
Simi Fehoko,WR,DAL,216,363,2022-06-20
Cole Turner,TE,WAS,216,364,2022-06-20
Noah Gray,TE,KC,216,365,2022-06-20
Anthony McFarland,RB,PIT,216,366,2022-06-20
Kennedy Brooks,RB,PHI,216,367,2022-06-20
Justin Watson,WR,KC,216,368,2022-06-20
Jaret Patterson,RB,WAS,216,369,2022-06-20
Tony Jones,RB,NO,216,370,2022-06-20
Sandro Platzgummer,RB,NYG,216,371,2022-06-20
Ryquell Armstead,RB,JAX,216,372,2022-06-20
Julius Chestnut,RB,TEN,216,373,2022-06-20
Drew Sample,TE,CIN,216,374,2022-06-20
N'Keal Harry,WR,NE,216,375,2022-06-20
Gardner Minshew,QB,PHI,216,376,2022-06-20
Denzel Mims,WR,NYJ,216,377,2022-06-20
Cade Otton,TE,TB,216,378,2022-06-20
Kellen Mond,QB,MIN,216,379,2022-06-20
Jalen Nailor,WR,MIN,216,380,2022-06-20
DeAndre Carter,WR,LAC,216,381,2022-06-20
Travis Benjamin,WR,SF,216,382,2022-06-20
Ryan Fitzpatrick,QB,WAS,216,383,2022-06-20
Wayne Gallman,RB,MIN,216,384,2022-06-20
Jimmy Graham,TE,CHI,216,385,2022-06-20
Greg Ward,WR,PHI,216,386,2022-06-20
Zonovan Knight,RB,NYJ,216,387,2022-06-20
Rashard Higgins,WR,CAR,216,388,2022-06-20
Danny Amendola,WR,HOU,216,389,2022-06-20
Dontario Drummond,WR,DAL,216,390,2022-06-20
Kalen Ballage,RB,PIT,216,391,2022-06-20
Willie Snead,WR,N/A,216,392,2022-06-20
Chris Conley,WR,HOU,216,393,2022-06-20
Carlos Hyde,RB,N/A,216,394,2022-06-20
Kyle Juszczyk,RB,SF,216,395,2022-06-20
Jordan Love,QB,GB,216,396,2022-06-20
Keke Coutee,WR,IND,216,397,2022-06-20
Cam Sims,WR,WAS,216,398,2022-06-20
Joshua Kelley,RB,LAC,216,399,2022-06-20
Tyron Johnson,WR,LV,216,400,2022-06-20
