player,pos,team,adp,rank,date
Dak Prescott,QB,DAL,84.1,83,2022-05-24
Brandon Aiyuk,WR,SF,84.5,84,2022-05-24
Cordarrelle Patterson,RB,ATL,85.7,85,2022-05-24
Hunter Renfrow,WR,LV,85.9,86,2022-05-24
Kenneth Walker,RB,SEA,87.5,87,2022-05-24
Tyler Lockett,WR,SEA,89.5,88,2022-05-24
Matthew Stafford,QB,LA,90,89,2022-05-24
Tony Pollard,RB,DAL,90.8,90,2022-05-24
Damien Harris,RB,NE,90.8,91,2022-05-24
Dallas Goedert,TE,PHI,92.9,92,2022-05-24
Christian Kirk,WR,JAX,94.4,93,2022-05-24
Chris Olave,WR,NO,94.6,94,2022-05-24
Garrett Wilson,WR,NYJ,95.9,95,2022-05-24
Russell Gage,WR,TB,97.1,96,2022-05-24
Kareem Hunt,RB,CLE,97.1,97,2022-05-24
Dawson Knox,TE,BUF,98,98,2022-05-24
Aaron Rodgers,QB,GB,98.8,99,2022-05-24
Christian Watson,WR,GB,99.6,100,2022-05-24
Trey Lance,QB,SF,101.6,101,2022-05-24
Allen Lazard,WR,GB,102.4,102,2022-05-24
Devin Singletary,RB,BUF,104.7,103,2022-05-24
Robert Woods,WR,TEN,104.8,104,2022-05-24
James Cook,RB,BUF,105.7,105,2022-05-24
Marquez Valdes-Scantling,WR,KC,105.8,106,2022-05-24
Derek Carr,QB,LV,107.5,107,2022-05-24
Chase Edmonds,RB,MIA,107.6,108,2022-05-24
Michael Gallup,WR,DAL,108.4,109,2022-05-24
Chase Claypool,WR,PIT,109.5,110,2022-05-24
Deshaun Watson,QB,CLE,110.2,111,2022-05-24
Melvin Gordon,RB,DEN,110.5,112,2022-05-24
Zach Ertz,TE,ARI,110.9,113,2022-05-24
Kadarius Toney,WR,NYG,111.1,114,2022-05-24
Jameson Williams,WR,DET,114.2,115,2022-05-24
Tyler Boyd,WR,CIN,114.9,116,2022-05-24
Rashaad Penny,RB,SEA,115.9,117,2022-05-24
Rondale Moore,WR,ARI,120.3,118,2022-05-24
Kirk Cousins,QB,MIN,120.8,119,2022-05-24
Dameon Pierce,RB,HOU,121.4,120,2022-05-24
Pat Freiermuth,TE,PIT,121.5,121,2022-05-24
Kenny Golladay,WR,NYG,123.5,122,2022-05-24
Rhamondre Stevenson,RB,NE,123.5,123,2022-05-24
Alexander Mattison,RB,MIN,124.7,124,2022-05-24
Mike Gesicki,TE,MIA,125.7,125,2022-05-24
Ronald Jones,RB,KC,127.6,126,2022-05-24
Mecole Hardman,WR,KC,127.6,127,2022-05-24
Rob Gronkowski,TE,TB,128.9,128,2022-05-24
Tim Patrick,WR,DEN,129.7,129,2022-05-24
Rachaad White,RB,TB,130.2,130,2022-05-24
Tua Tagovailoa,QB,MIA,131.5,131,2022-05-24
Robert Tonyan,TE,GB,133.2,132,2022-05-24
Justin Fields,QB,CHI,133.8,133,2022-05-24
DeVante Parker,WR,NE,134.3,134,2022-05-24
Jakobi Meyers,WR,NE,136.4,135,2022-05-24
Isaiah Spiller,RB,LAC,136.6,136,2022-05-24
Jarvis Landry,WR,NO,137.9,137,2022-05-24
Michael Carter,RB,NYJ,138.8,138,2022-05-24
Albert Okwuegbunam,TE,DEN,139.7,139,2022-05-24
Irv Smith,TE,MIN,140.1,140,2022-05-24
Jamison Crowder,WR,BUF,140.3,141,2022-05-24
Tyler Allgeier,RB,ATL,143.1,142,2022-05-24
Jahan Dotson,WR,WAS,143.7,143,2022-05-24
Trevor Lawrence,QB,JAX,145.5,144,2022-05-24
Cole Kmet,TE,CHI,147.5,145,2022-05-24
Hunter Henry,TE,NE,147.8,146,2022-05-24
George Pickens,WR,PIT,148.5,147,2022-05-24
Darrell Henderson,RB,LA,149.3,148,2022-05-24
Van Jefferson,WR,LA,149.4,149,2022-05-24
D.J. Chark,WR,DET,150.4,150,2022-05-24
James Robinson,RB,JAX,151.5,151,2022-05-24
David Bell,WR,CLE,152,152,2022-05-24
Zach Wilson,QB,NYJ,155.1,153,2022-05-24
K.J. Osborn,WR,MIN,156.7,154,2022-05-24
Nyheim Hines,RB,IND,157.1,155,2022-05-24
Tyler Higbee,TE,LA,157.7,156,2022-05-24
Jameis Winston,QB,NO,158,157,2022-05-24
Corey Davis,WR,NYJ,158.1,158,2022-05-24
Matt Ryan,QB,IND,159.9,159,2022-05-24
David Njoku,TE,CLE,160.4,160,2022-05-24
Jalen Tolbert,WR,DAL,161.1,161,2022-05-24
Kenneth Gainwell,RB,PHI,161.2,162,2022-05-24
Alec Pierce,WR,IND,163.1,163,2022-05-24
William Fuller,WR,N/A,163.9,164,2022-05-24
Noah Fant,TE,SEA,167.4,165,2022-05-24
Joshua Palmer,WR,LAC,167.7,166,2022-05-24
Gus Edwards,RB,BAL,168.1,167,2022-05-24
Daniel Jones,QB,NYG,168.6,168,2022-05-24
Raheem Mostert,RB,MIA,168.6,169,2022-05-24
Khalil Herbert,RB,CHI,171,170,2022-05-24
Tyrion Davis-Price,RB,SF,171.3,171,2022-05-24
Gerald Everett,TE,LAC,172.9,172,2022-05-24
Sammy Watkins,WR,GB,173.2,173,2022-05-24
Ryan Tannehill,QB,TEN,175.1,174,2022-05-24
Odell Beckham,WR,N/A,176.1,175,2022-05-24
KJ Hamler,WR,DEN,176.5,176,2022-05-24
Marvin Jones,WR,JAX,176.8,177,2022-05-24
Robby Anderson,WR,CAR,177.1,178,2022-05-24
Logan Thomas,TE,WAS,181.3,179,2022-05-24
Jamaal Williams,RB,DET,182.2,180,2022-05-24
Curtis Samuel,WR,WAS,182.6,181,2022-05-24
Donovan Peoples-Jones,WR,CLE,183.2,182,2022-05-24
Mac Jones,QB,NE,184.1,183,2022-05-24
Taysom Hill,TE,NO,185.4,184,2022-05-24
Marlon Mack,RB,HOU,186.8,185,2022-05-24
Hayden Hurst,TE,CIN,187.2,186,2022-05-24
John Metchie,WR,HOU,187.8,187,2022-05-24
Brian Robinson Jr.,RB,WAS,188.4,188,2022-05-24
A.J. Green,WR,ARI,189.2,189,2022-05-24
Evan Engram,TE,JAX,189.6,190,2022-05-24
J.D. McKissic,RB,WAS,189.7,191,2022-05-24
Jared Goff,QB,DET,190.6,192,2022-05-24
Julio Jones,WR,N/A,192.5,193,2022-05-24
Wan'Dale Robinson,WR,NYG,193.1,194,2022-05-24
Keaontay Ingram,RB,ARI,194.9,195,2022-05-24
Carson Wentz,QB,WAS,196.1,196,2022-05-24
Kendrick Bourne,WR,NE,197.6,197,2022-05-24
Austin Hooper,TE,TEN,200.2,198,2022-05-24
Hassan Haskins,RB,TEN,200.7,199,2022-05-24
Laviska Shenault,WR,JAX,201.6,200,2022-05-24
D'Onta Foreman,RB,CAR,202.3,201,2022-05-24
Nico Collins,WR,HOU,202.5,202,2022-05-24
Davis Mills,QB,HOU,204,203,2022-05-24
James Washington,WR,DAL,204.5,204,2022-05-24
Devin Duvernay,WR,BAL,205.1,205,2022-05-24
Sony Michel,RB,LA,206.3,206,2022-05-24
Zamir White,RB,LV,206.9,207,2022-05-24
Bryan Edwards,WR,LV,207.7,208,2022-05-24
Marcus Mariota,QB,ATL,209,209,2022-05-24
C.J. Uzomah,TE,NYJ,209.1,210,2022-05-24
Kenny Pickett,QB,PIT,209.5,211,2022-05-24
Cameron Brate,TE,TB,209.8,212,2022-05-24
Sterling Shepard,WR,NYG,209.8,213,2022-05-24
Brevin Jordan,TE,HOU,210.8,214,2022-05-24
Kenyan Drake,RB,LV,211.3,215,2022-05-24
Mark Ingram,RB,NO,211.4,216,2022-05-24
Romeo Doubs,WR,GB,211.4,217,2022-05-24
Justyn Ross,WR,KC,211.5,218,2022-05-24
Byron Pringle,WR,CHI,211.6,219,2022-05-24
Trey McBride,TE,ARI,212.6,220,2022-05-24
Isaiah McKenzie,WR,BUF,212.6,221,2022-05-24
Velus Jones,WR,CHI,212.8,222,2022-05-24
Parris Campbell,WR,IND,213.1,223,2022-05-24
D'Ernest Johnson,RB,CLE,213.1,224,2022-05-24
Amari Rodgers,WR,GB,213.2,225,2022-05-24
Chuba Hubbard,RB,CAR,213.3,226,2022-05-24
Randall Cobb,WR,GB,213.4,227,2022-05-24
Mo Alie-Cox,TE,IND,213.5,228,2022-05-24
James White,RB,NE,213.5,229,2022-05-24
Tyquan Thornton,WR,NE,213.9,230,2022-05-24
Khalil Shakir,WR,BUF,214.1,231,2022-05-24
Matt Breida,RB,NYG,214.2,232,2022-05-24
Cedrick Wilson,WR,MIA,214.2,233,2022-05-24
Mitchell Trubisky,QB,PIT,214.5,234,2022-05-24
Trey Sermon,RB,SF,214.6,235,2022-05-24
Samaje Perine,RB,CIN,214.6,236,2022-05-24
Eno Benjamin,RB,ARI,214.7,237,2022-05-24
Jonnu Smith,TE,NE,214.7,238,2022-05-24
Zay Jones,WR,JAX,214.7,239,2022-05-24
Jalen Guyton,WR,LAC,214.9,240,2022-05-24
Isiah Pacheco,RB,KC,215,241,2022-05-24
Kyren Williams,RB,LA,215.2,242,2022-05-24
Damien Williams,RB,ATL,215.2,243,2022-05-24
Danny Gray,WR,SF,215.2,244,2022-05-24
Nick Westbrook-Ikhine,WR,TEN,215.2,245,2022-05-24
Ricky Seals-Jones,TE,NYG,215.3,246,2022-05-24
Quez Watkins,WR,PHI,215.3,247,2022-05-24
O.J. Howard,TE,BUF,215.3,248,2022-05-24
Terrace Marshall,WR,CAR,215.3,249,2022-05-24
Chris Evans,RB,CIN,215.4,250,2022-05-24
Drew Lock,QB,SEA,215.4,251,2022-05-24
Marquez Callaway,WR,NO,215.4,252,2022-05-24
Braxton Berrios,WR,NYJ,215.4,253,2022-05-24
Darrel Williams,RB,KC,215.4,254,2022-05-24
Jared Cook,TE,LAC,215.5,255,2022-05-24
Jelani Woods,TE,IND,215.5,256,2022-05-24
Snoop Conner,RB,JAX,215.5,257,2022-05-24
Desmond Ridder,QB,ATL,215.5,258,2022-05-24
Abram Smith,RB,NO,215.5,259,2022-05-24
Antonio Brown,WR,N/A,215.5,260,2022-05-24
Jimmy Garoppolo,QB,SF,215.5,261,2022-05-24
Matt Corral,QB,CAR,215.6,262,2022-05-24
Tyler Conklin,TE,NYJ,215.6,263,2022-05-24
Greg Dulcich,TE,DEN,215.6,264,2022-05-24
Tylan Wallace,WR,BAL,215.6,265,2022-05-24
Boston Scott,RB,PHI,215.6,266,2022-05-24
Tyler Badie,RB,BAL,215.6,267,2022-05-24
Baker Mayfield,QB,CLE,215.7,268,2022-05-24
Pierre Strong,RB,NE,215.7,269,2022-05-24
Anthony Schwartz,WR,CLE,215.7,270,2022-05-24
Ihmir Smith-Marsette,WR,MIN,215.7,271,2022-05-24
Jauan Jennings,WR,SF,215.7,272,2022-05-24
Calvin Austin,WR,PIT,215.8,273,2022-05-24
Harrison Bryant,TE,CLE,215.8,274,2022-05-24
Emmanuel Sanders,WR,BUF,215.8,275,2022-05-24
Myles Gaskin,RB,MIA,215.8,276,2022-05-24
Darius Slayton,WR,NYG,215.8,277,2022-05-24
Antoine Wesley,WR,ARI,215.8,278,2022-05-24
Demarcus Robinson,WR,LV,215.9,279,2022-05-24
Malik Willis,QB,TEN,215.9,280,2022-05-24
Ke'Shawn Vaughn,RB,TB,215.9,281,2022-05-24
Jerick McKinnon,RB,KC,215.9,282,2022-05-24
Chris Carson,RB,SEA,215.9,283,2022-05-24
Adam Trautman,TE,NO,215.9,284,2022-05-24
Jalen Reagor,WR,PHI,215.9,285,2022-05-24
Tyler Johnson,WR,TB,215.9,286,2022-05-24
Olamide Zaccheaus,WR,ATL,215.9,287,2022-05-24
Nelson Agholor,WR,NE,215.9,288,2022-05-24
Dan Arnold,TE,JAX,215.9,289,2022-05-24
Larry Rountree,RB,LAC,215.9,290,2022-05-24
Geoff Swaim,TE,TEN,215.9,291,2022-05-24
Josh Reynolds,WR,DET,215.9,292,2022-05-24
Donald Parham,TE,LAC,215.9,293,2022-05-24
Sam Darnold,QB,CAR,215.9,294,2022-05-24
Kyle Philips,WR,TEN,215.9,295,2022-05-24
Cole Beasley,WR,N/A,215.9,296,2022-05-24
T.Y. Hilton,WR,IND,215.9,297,2022-05-24
Tommy Tremble,TE,CAR,215.9,298,2022-05-24
Calvin Ridley,WR,ATL,215.9,299,2022-05-24
Dontrell Hilliard,RB,TEN,215.9,300,2022-05-24
Ryan Fitzpatrick,QB,WAS,216,301,2022-05-24
Benny Snell,RB,PIT,216,302,2022-05-24
Laquon Treadwell,WR,JAX,216,303,2022-05-24
Charlie Kolar,TE,BAL,216,304,2022-05-24
Noah Gray,TE,KC,216,305,2022-05-24
Josh Gordon,WR,KC,216,306,2022-05-24
Daniel Bellinger,TE,NYG,216,307,2022-05-24
Rex Burkhead,RB,HOU,216,308,2022-05-24
Zack Moss,RB,BUF,216,309,2022-05-24
Cade Otton,TE,TB,216,310,2022-05-24
Deonte Harris,WR,NO,216,311,2022-05-24
Ashton Dulin,WR,IND,216,312,2022-05-24
Zach Pascal,WR,PHI,216,313,2022-05-24
Ty'Son Williams,RB,BAL,216,314,2022-05-24
Dyami Brown,WR,WAS,216,315,2022-05-24
Jeff Wilson,RB,SF,216,316,2022-05-24
Kylin Hill,RB,GB,216,317,2022-05-24
Phillip Lindsay,RB,MIA,216,318,2022-05-24
Auden Tate,WR,ATL,216,319,2022-05-24
Antonio Gandy-Golden,WR,WAS,216,320,2022-05-24
Tyler Huntley,QB,BAL,216,321,2022-05-24
James Proche,WR,BAL,216,322,2022-05-24
Breshad Perriman,WR,TB,216,323,2022-05-24
Jerome Ford,RB,CLE,216,324,2022-05-24
Foster Moreau,TE,LV,216,325,2022-05-24
Kennedy Brooks,RB,PHI,216,326,2022-05-24
Mike Strachan,WR,IND,216,327,2022-05-24
Geno Smith,QB,SEA,216,328,2022-05-24
Keelan Cole,WR,NYJ,216,329,2022-05-24
Teddy Bridgewater,QB,MIA,216,330,2022-05-24
Scott Miller,WR,TB,216,331,2022-05-24
Quintez Cephus,WR,DET,216,332,2022-05-24
Justin Jackson,RB,LAC,216,333,2022-05-24
Deven Thompkins,WR,TB,216,334,2022-05-24
N'Keal Harry,WR,NE,216,335,2022-05-24
DaeSean Hamilton,WR,HOU,216,336,2022-05-24
Eric Ezukanma,WR,MIA,216,337,2022-05-24
Devontae Booker,RB,N/A,216,338,2022-05-24
Tutu Atwell,WR,LA,216,339,2022-05-24
Equanimeous St. Brown,WR,CHI,216,340,2022-05-24
Brandon Bolden,RB,LV,216,341,2022-05-24
Noah Brown,WR,DAL,216,342,2022-05-24
Derrick Gore,RB,KC,216,343,2022-05-24
Jacoby Brissett,QB,CLE,216,344,2022-05-24
Drew Sample,TE,CIN,216,345,2022-05-24
Giovani Bernard,RB,TB,216,346,2022-05-24
Latavius Murray,RB,BAL,216,347,2022-05-24
Cam Newton,QB,N/A,216,348,2022-05-24
John Bates,TE,WAS,216,349,2022-05-24
Blake Bell,TE,KC,216,350,2022-05-24
Mike Boone,RB,DEN,216,351,2022-05-24
Kene Nwangwu,RB,MIN,216,352,2022-05-24
Bailey Zappe,QB,NE,216,353,2022-05-24
Ryquell Armstead,RB,JAX,216,354,2022-05-24
Duke Johnson,RB,BUF,216,355,2022-05-24
Wayne Gallman,RB,MIN,216,356,2022-05-24
Jimmy Graham,TE,CHI,216,357,2022-05-24
Greg Ward,WR,PHI,216,358,2022-05-24
Zonovan Knight,RB,NYJ,216,359,2022-05-24
Jamal Agnew,WR,JAX,216,360,2022-05-24
Rashard Higgins,WR,CAR,216,361,2022-05-24
Danny Amendola,WR,HOU,216,362,2022-05-24
Dontario Drummond,WR,DAL,216,363,2022-05-24
Kalen Ballage,RB,PIT,216,364,2022-05-24
Tre'Quan Smith,WR,NO,216,365,2022-05-24
Willie Snead,WR,N/A,216,366,2022-05-24
Chris Conley,WR,HOU,216,367,2022-05-24
Carlos Hyde,RB,N/A,216,368,2022-05-24
Kyle Juszczyk,RB,SF,216,369,2022-05-24
Jordan Love,QB,GB,216,370,2022-05-24
Keke Coutee,WR,IND,216,371,2022-05-24
Cam Sims,WR,WAS,216,372,2022-05-24
Joshua Kelley,RB,LAC,216,373,2022-05-24
Tyron Johnson,WR,LV,216,374,2022-05-24
Jakeem Grant,WR,CLE,216,375,2022-05-24
David Johnson,RB,HOU,216,376,2022-05-24
Tre Turner,WR,LV,216,377,2022-05-24
Preston Williams,WR,MIA,216,378,2022-05-24
Darren Fells,TE,N/A,216,379,2022-05-24
Mike Glennon,QB,NYG,216,380,2022-05-24
Jordan Akins,TE,NYG,216,381,2022-05-24
Anthony Firkser,TE,ATL,216,382,2022-05-24
Charleston Rambo,WR,CAR,216,383,2022-05-24
Damiere Byrd,WR,ATL,216,384,2022-05-24
Jalen Wydermyer,TE,BUF,216,385,2022-05-24
Miles Boykin,WR,PIT,216,386,2022-05-24
Eric Ebron,TE,N/A,216,387,2022-05-24
Chris Herndon,TE,MIN,216,388,2022-05-24
Joe Flacco,QB,NYJ,216,389,2022-05-24
Gardner Minshew,QB,PHI,216,390,2022-05-24
Jordan Wilkins,RB,TEN,216,391,2022-05-24
Ty Johnson,RB,NYJ,216,392,2022-05-24
Travis Fulgham,WR,DEN,216,393,2022-05-24
Brandon Allen,QB,CIN,216,394,2022-05-24
Jacob Hollister,TE,LV,216,395,2022-05-24
Salvon Ahmed,RB,MIA,216,396,2022-05-24
Peyton Barber,RB,LV,216,397,2022-05-24
Richie James,WR,NYG,216,398,2022-05-24
D'Vonte Price,RB,IND,216,399,2022-05-24
C.J. Beathard,QB,JAX,216,400,2022-05-24
