player,pos,team,adp,rank,date
D.K. Metcalf,WR,SEA,53.8,54,2022-08-07
Rashod Bateman,WR,BAL,54.2,55,2022-08-07
Chris Godwin,WR,TB,55.2,56,2022-08-07
David Montgomery,RB,CHI,57.4,57,2022-08-07
Darnell Mooney,WR,CHI,58.9,58,2022-08-07
Amon-Ra St. Brown,WR,DET,59.9,59,2022-08-07
Kyler Murray,QB,ARI,61.1,60,2022-08-07
J.K. Dobbins,RB,BAL,61.8,61,2022-08-07
Michael Thomas,WR,NO,63.2,62,2022-08-07
Elijah Mitchell,RB,SF,63.9,63,2022-08-07
Jalen Hurts,QB,PHI,64,64,2022-08-07
Elijah Moore,WR,NYJ,65.5,65,2022-08-07
Amari Cooper,WR,CLE,66.5,66,2022-08-07
AJ Dillon,RB,GB,66.7,67,2022-08-07
Josh Jacobs,RB,LV,68.5,68,2022-08-07
Adam Thielen,WR,MIN,69.8,69,2022-08-07
Dalton Schultz,TE,DAL,70.8,70,2022-08-07
Drake London,WR,ATL,71.8,71,2022-08-07
DeAndre Hopkins,WR,ARI,72.8,72,2022-08-07
DeVonta Smith,WR,PHI,73.9,73,2022-08-07
Trey Lance,QB,SF,74.2,74,2022-08-07
Joe Burrow,QB,CIN,74.6,75,2022-08-07
Allen Lazard,WR,GB,75.5,76,2022-08-07
Kadarius Toney,WR,NYG,76.6,77,2022-08-07
Antonio Gibson,RB,WAS,78.4,78,2022-08-07
Brandon Aiyuk,WR,SF,78.7,79,2022-08-07
Russell Wilson,QB,DEN,79,80,2022-08-07
Christian Kirk,WR,JAX,81.6,81,2022-08-07
Miles Sanders,RB,PHI,83.1,82,2022-08-07
Tony Pollard,RB,DAL,83.6,83,2022-08-07
Hunter Renfrow,WR,LV,83.8,84,2022-08-07
Tom Brady,QB,TB,85.1,85,2022-08-07
Treylon Burks,WR,TEN,86.4,86,2022-08-07
Clyde Edwards-Helaire,RB,KC,87.1,87,2022-08-07
Dak Prescott,QB,DAL,88.6,88,2022-08-07
T.J. Hockenson,TE,DET,90.2,89,2022-08-07
Rashaad Penny,RB,SEA,91.1,90,2022-08-07
Chris Olave,WR,NO,91.3,91,2022-08-07
Chase Edmonds,RB,MIA,92,92,2022-08-07
Marquez Valdes-Scantling,WR,KC,93.2,93,2022-08-07
Skyy Moore,WR,KC,93.8,94,2022-08-07
Kareem Hunt,RB,CLE,94.6,95,2022-08-07
Rhamondre Stevenson,RB,NE,95.9,96,2022-08-07
Russell Gage,WR,TB,97.8,97,2022-08-07
Damien Harris,RB,NE,98.3,98,2022-08-07
Dallas Goedert,TE,PHI,98.6,99,2022-08-07
Tyler Lockett,WR,SEA,100.5,100,2022-08-07
Robert Woods,WR,TEN,101.3,101,2022-08-07
James Cook,RB,BUF,102.3,102,2022-08-07
Matthew Stafford,QB,LA,103.9,103,2022-08-07
Devin Singletary,RB,BUF,104.2,104,2022-08-07
Dawson Knox,TE,BUF,104.5,105,2022-08-07
Chase Claypool,WR,PIT,106,106,2022-08-07
Derek Carr,QB,LV,107.3,107,2022-08-07
Zach Ertz,TE,ARI,108.7,108,2022-08-07
Kenneth Walker,RB,SEA,109,109,2022-08-07
Tyler Boyd,WR,CIN,109.9,110,2022-08-07
Melvin Gordon,RB,DEN,110,111,2022-08-07
Aaron Rodgers,QB,GB,111.5,112,2022-08-07
Garrett Wilson,WR,NYJ,111.7,113,2022-08-07
Cordarrelle Patterson,RB,ATL,112.1,114,2022-08-07
Rondale Moore,WR,ARI,114.8,115,2022-08-07
Jalen Tolbert,WR,DAL,116.4,116,2022-08-07
Kirk Cousins,QB,MIN,116.6,117,2022-08-07
Isaiah Spiller,RB,LAC,119.9,118,2022-08-07
Julio Jones,WR,N/A,120.4,119,2022-08-07
Rachaad White,RB,TB,121.2,120,2022-08-07
Kenny Golladay,WR,NYG,122.3,121,2022-08-07
Mecole Hardman,WR,KC,122.9,122,2022-08-07
Justin Fields,QB,CHI,126,123,2022-08-07
Dameon Pierce,RB,HOU,126.4,124,2022-08-07
DeVante Parker,WR,NE,127,125,2022-08-07
Cole Kmet,TE,CHI,127.5,126,2022-08-07
Alexander Mattison,RB,MIN,127.6,127,2022-08-07
Irv Smith,TE,MIN,127.6,128,2022-08-07
Darrell Henderson,RB,LA,129.1,129,2022-08-07
Joshua Palmer,WR,LAC,130.7,130,2022-08-07
Christian Watson,WR,GB,131.7,131,2022-08-07
Jakobi Meyers,WR,NE,132.6,132,2022-08-07
Michael Gallup,WR,DAL,134.3,133,2022-08-07
Tua Tagovailoa,QB,MIA,134.9,134,2022-08-07
Pat Freiermuth,TE,PIT,136.6,135,2022-08-07
Jahan Dotson,WR,WAS,137,136,2022-08-07
Nyheim Hines,RB,IND,137.8,137,2022-08-07
K.J. Osborn,WR,MIN,140.4,138,2022-08-07
Ronald Jones,RB,KC,140.6,139,2022-08-07
Jarvis Landry,WR,NO,140.7,140,2022-08-07
Tyler Allgeier,RB,ATL,142.5,141,2022-08-07
Mike Gesicki,TE,MIA,143.9,142,2022-08-07
Kenneth Gainwell,RB,PHI,144.1,143,2022-08-07
Trevor Lawrence,QB,JAX,145.6,144,2022-08-07
Hunter Henry,TE,NE,145.7,145,2022-08-07
Albert Okwuegbunam,TE,DEN,146.3,146,2022-08-07
Robby Anderson,WR,CAR,147.5,147,2022-08-07
Michael Carter,RB,NYJ,148.4,148,2022-08-07
D.J. Chark,WR,DET,148.6,149,2022-08-07
James Robinson,RB,JAX,149.8,150,2022-08-07
Jameson Williams,WR,DET,152.5,151,2022-08-07
Nico Collins,WR,HOU,152.8,152,2022-08-07
George Pickens,WR,PIT,153.8,153,2022-08-07
Jameis Winston,QB,NO,154.8,154,2022-08-07
Khalil Herbert,RB,CHI,157,155,2022-08-07
Deshaun Watson,QB,CLE,157.1,156,2022-08-07
Gerald Everett,TE,LAC,157.4,157,2022-08-07
Isaiah McKenzie,WR,BUF,157.5,158,2022-08-07
David Njoku,TE,CLE,158.1,159,2022-08-07
KJ Hamler,WR,DEN,159.5,160,2022-08-07
Matt Ryan,QB,IND,160,161,2022-08-07
Daniel Jones,QB,NYG,162.4,162,2022-08-07
Tyrion Davis-Price,RB,SF,163.7,163,2022-08-07
Romeo Doubs,WR,GB,163.9,164,2022-08-07
Robert Tonyan,TE,GB,165.2,165,2022-08-07
Tyler Higbee,TE,LA,168,166,2022-08-07
Van Jefferson,WR,LA,168.3,167,2022-08-07
Jamison Crowder,WR,BUF,168.4,168,2022-08-07
Parris Campbell,WR,IND,168.7,169,2022-08-07
Jamaal Williams,RB,DET,168.8,170,2022-08-07
Wan'Dale Robinson,WR,NYG,170.3,171,2022-08-07
Marvin Jones,WR,JAX,171.6,172,2022-08-07
Noah Fant,TE,SEA,172.2,173,2022-08-07
Mac Jones,QB,NE,174.7,174,2022-08-07
Corey Davis,WR,NYJ,175.2,175,2022-08-07
Brian Robinson Jr.,RB,WAS,176.4,176,2022-08-07
Hayden Hurst,TE,CIN,178.5,177,2022-08-07
Evan Engram,TE,JAX,178.8,178,2022-08-07
Alec Pierce,WR,IND,179.1,179,2022-08-07
Gus Edwards,RB,BAL,180.2,180,2022-08-07
Marlon Mack,RB,HOU,182.2,181,2022-08-07
Darrel Williams,RB,KC,184.3,182,2022-08-07
Austin Hooper,TE,TEN,184.4,183,2022-08-07
Donovan Peoples-Jones,WR,CLE,185.4,184,2022-08-07
William Fuller,WR,N/A,186.4,185,2022-08-07
Raheem Mostert,RB,MIA,186.8,186,2022-08-07
Zach Wilson,QB,NYJ,187.8,187,2022-08-07
Sammy Watkins,WR,GB,188.7,188,2022-08-07
Ryan Tannehill,QB,TEN,189.9,189,2022-08-07
Zamir White,RB,LV,190.9,190,2022-08-07
J.D. McKissic,RB,WAS,191.2,191,2022-08-07
Kendrick Bourne,WR,NE,192.8,192,2022-08-07
Jared Goff,QB,DET,193.4,193,2022-08-07
Jerick McKinnon,RB,KC,194.8,194,2022-08-07
Taysom Hill,TE,NO,195.3,195,2022-08-07
A.J. Green,WR,ARI,196,196,2022-08-07
Curtis Samuel,WR,WAS,199.1,197,2022-08-07
Brevin Jordan,TE,HOU,200.7,198,2022-08-07
Devin Duvernay,WR,BAL,201.9,199,2022-08-07
Mark Ingram,RB,NO,202.6,200,2022-08-07
Baker Mayfield,QB,CAR,202.9,201,2022-08-07
Odell Beckham,WR,N/A,204,202,2022-08-07
Carson Wentz,QB,WAS,205.3,203,2022-08-07
Davis Mills,QB,HOU,205.9,204,2022-08-07
Zay Jones,WR,JAX,206.4,205,2022-08-07
Chris Evans,RB,CIN,206.9,206,2022-08-07
Mo Alie-Cox,TE,IND,207.1,207,2022-08-07
D'Onta Foreman,RB,CAR,207.3,208,2022-08-07
David Bell,WR,CLE,207.6,209,2022-08-07
Cameron Brate,TE,TB,207.7,210,2022-08-07
D'Ernest Johnson,RB,CLE,208.4,211,2022-08-07
Isiah Pacheco,RB,KC,208.6,212,2022-08-07
Terrace Marshall,WR,CAR,210.3,213,2022-08-07
Randall Cobb,WR,GB,210.3,214,2022-08-07
Marcus Mariota,QB,ATL,211.1,215,2022-08-07
Kyle Rudolph,TE,N/A,211.4,216,2022-08-07
Kenyan Drake,RB,LV,211.9,217,2022-08-07
Logan Thomas,TE,WAS,212,218,2022-08-07
Sony Michel,RB,LA,212.1,219,2022-08-07
Tyquan Thornton,WR,NE,212.5,220,2022-08-07
Jalen Guyton,WR,LAC,212.6,221,2022-08-07
Greg Dulcich,TE,DEN,212.9,222,2022-08-07
Cedrick Wilson,WR,MIA,213,223,2022-08-07
Jeff Wilson,RB,SF,213.4,224,2022-08-07
Laviska Shenault,WR,JAX,213.4,225,2022-08-07
Trey Sermon,RB,SF,213.5,226,2022-08-07
Eno Benjamin,RB,ARI,213.8,227,2022-08-07
Hassan Haskins,RB,TEN,213.9,228,2022-08-07
Byron Pringle,WR,CHI,214.3,229,2022-08-07
Quez Watkins,WR,PHI,214.3,230,2022-08-07
Bryan Edwards,WR,LV,214.4,231,2022-08-07
Velus Jones,WR,CHI,214.4,232,2022-08-07
Donald Parham,TE,LAC,214.5,233,2022-08-07
Mitchell Trubisky,QB,PIT,214.5,234,2022-08-07
Jonnu Smith,TE,NE,214.6,235,2022-08-07
James Proche,WR,BAL,214.7,236,2022-08-07
Nick Westbrook-Ikhine,WR,TEN,214.8,237,2022-08-07
C.J. Uzomah,TE,NYJ,215,238,2022-08-07
Chuba Hubbard,RB,CAR,215,239,2022-08-07
Kyle Philips,WR,TEN,215.1,240,2022-08-07
Trey McBride,TE,ARI,215.1,241,2022-08-07
Khalil Shakir,WR,BUF,215.3,242,2022-08-07
Adam Trautman,TE,NO,215.3,243,2022-08-07
Amari Rodgers,WR,GB,215.4,244,2022-08-07
Tyler Badie,RB,BAL,215.4,245,2022-08-07
Samaje Perine,RB,CIN,215.5,246,2022-08-07
Noah Brown,WR,DAL,215.5,247,2022-08-07
Jauan Jennings,WR,SF,215.5,248,2022-08-07
Daniel Bellinger,TE,NYG,215.5,249,2022-08-07
Jimmy Garoppolo,QB,SF,215.5,250,2022-08-07
Zack Moss,RB,BUF,215.5,251,2022-08-07
Matt Breida,RB,NYG,215.6,252,2022-08-07
Ashton Dulin,WR,IND,215.6,253,2022-08-07
Braxton Berrios,WR,NYJ,215.6,254,2022-08-07
Mike Davis,RB,ATL,215.6,255,2022-08-07
Sterling Shepard,WR,NYG,215.6,256,2022-08-07
Kenny Pickett,QB,PIT,215.6,257,2022-08-07
Dontrell Hilliard,RB,TEN,215.7,258,2022-08-07
Geno Smith,QB,SEA,215.7,259,2022-08-07
Rex Burkhead,RB,HOU,215.7,260,2022-08-07
James Washington,WR,DAL,215.8,261,2022-08-07
O.J. Howard,TE,BUF,215.8,262,2022-08-07
N'Keal Harry,WR,NE,215.8,263,2022-08-07
Danny Gray,WR,SF,215.8,264,2022-08-07
Keaontay Ingram,RB,ARI,215.8,265,2022-08-07
Nelson Agholor,WR,NE,215.8,266,2022-08-07
Tutu Atwell,WR,LA,215.8,267,2022-08-07
Isaiah Likely,TE,BAL,215.8,268,2022-08-07
Demarcus Robinson,WR,LV,215.8,269,2022-08-07
Rob Gronkowski,TE,TB,215.8,270,2022-08-07
Boston Scott,RB,PHI,215.8,271,2022-08-07
Josh Reynolds,WR,DET,215.8,272,2022-08-07
Tyler Conklin,TE,NYJ,215.8,273,2022-08-07
Desmond Ridder,QB,ATL,215.8,274,2022-08-07
Cole Beasley,WR,N/A,215.8,275,2022-08-07
Snoop Conner,RB,JAX,215.8,276,2022-08-07
Pierre Strong,RB,NE,215.9,277,2022-08-07
Josh Gordon,WR,KC,215.9,278,2022-08-07
Equanimeous St. Brown,WR,CHI,215.9,279,2022-08-07
Montrell Washington,WR,DEN,215.9,280,2022-08-07
Jacoby Brissett,QB,CLE,215.9,281,2022-08-07
Marquez Callaway,WR,NO,215.9,282,2022-08-07
Tommy Tremble,TE,CAR,215.9,283,2022-08-07
Ke'Shawn Vaughn,RB,TB,215.9,284,2022-08-07
Benny Snell,RB,PIT,215.9,285,2022-08-07
Damien Williams,RB,ATL,215.9,286,2022-08-07
Tylan Wallace,WR,BAL,215.9,287,2022-08-07
John Bates,TE,WAS,215.9,288,2022-08-07
Drew Lock,QB,SEA,215.9,289,2022-08-07
Justin Jackson,RB,LAC,215.9,290,2022-08-07
Dan Arnold,TE,JAX,215.9,291,2022-08-07
Ihmir Smith-Marsette,WR,MIN,215.9,292,2022-08-07
Kene Nwangwu,RB,MIN,215.9,293,2022-08-07
Emmanuel Sanders,WR,BUF,215.9,294,2022-08-07
Calvin Austin,WR,PIT,215.9,295,2022-08-07
Keelan Cole,WR,NYJ,215.9,296,2022-08-07
Rashard Higgins,WR,CAR,215.9,297,2022-08-07
Myles Gaskin,RB,MIA,215.9,298,2022-08-07
Chris Conley,WR,HOU,215.9,299,2022-08-07
Darius Slayton,WR,NYG,215.9,300,2022-08-07
Ricky Seals-Jones,TE,NYG,215.9,301,2022-08-07
Harrison Bryant,TE,CLE,215.9,302,2022-08-07
Foster Moreau,TE,LV,215.9,303,2022-08-07
Abram Smith,RB,NO,215.9,304,2022-08-07
Auden Tate,WR,ATL,215.9,305,2022-08-07
Connor Heyward,TE,PIT,215.9,306,2022-08-07
Malik Willis,QB,TEN,216,307,2022-08-07
Kyren Williams,RB,LA,216,308,2022-08-07
Phillip Lindsay,RB,MIA,216,309,2022-08-07
Olamide Zaccheaus,WR,ATL,216,310,2022-08-07
Jelani Woods,TE,IND,216,311,2022-08-07
Blake Bell,TE,KC,216,312,2022-08-07
Justin Watson,WR,KC,216,313,2022-08-07
T.J. Vasher,WR,DAL,216,314,2022-08-07
Zach Pascal,WR,PHI,216,315,2022-08-07
James White,RB,NE,216,316,2022-08-07
Quintez Cephus,WR,DET,216,317,2022-08-07
Deonte Harris,WR,NO,216,318,2022-08-07
Pharaoh Brown,TE,HOU,216,319,2022-08-07
Mack Hollins,WR,LV,216,320,2022-08-07
Ty Montgomery,WR,NE,216,321,2022-08-07
Tyler Huntley,QB,BAL,216,322,2022-08-07
Trestan Ebnar,RB,CHI,216,323,2022-08-07
Andrew Ogletree,TE,IND,216,324,2022-08-07
Jody Fortson,TE,KC,216,325,2022-08-07
Justyn Ross,WR,KC,216,326,2022-08-07
Jalen Reagor,WR,PHI,216,327,2022-08-07
Dyami Brown,WR,WAS,216,328,2022-08-07
Kylin Hill,RB,GB,216,329,2022-08-07
Matt Corral,QB,CAR,216,330,2022-08-07
Tyler Kroft,TE,NYJ,216,331,2022-08-07
Khadarel Hodge,WR,ATL,216,332,2022-08-07
Simi Fehoko,WR,DAL,216,333,2022-08-07
Tony Jones,RB,NO,216,334,2022-08-07
Dennis Houston,WR,DAL,216,335,2022-08-07
Josh Doctson,WR,N/A,216,336,2022-08-07
Andrew Luck,QB,N/A,216,337,2022-08-07
Scott Miller,WR,TB,216,338,2022-08-07
Jordan Love,QB,GB,216,339,2022-08-07
Joshua Kelley,RB,LAC,216,340,2022-08-07
Eric Ezukanma,WR,MIA,216,341,2022-08-07
Denzel Mims,WR,NYJ,216,342,2022-08-07
DeeJay Dallas,RB,SEA,216,343,2022-08-07
Cade Otton,TE,TB,216,344,2022-08-07
D'Wayne Eskridge,WR,SEA,216,345,2022-08-07
Brandon Bolden,RB,LV,216,346,2022-08-07
Ameer Abdullah,RB,LV,216,347,2022-08-07
Jalen Nailor,WR,MIN,216,348,2022-08-07
Kalif Raymond,WR,DET,216,349,2022-08-07
Cole Turner,TE,WAS,216,350,2022-08-07
Noah Gray,TE,KC,216,351,2022-08-07
Kennedy Brooks,RB,PHI,216,352,2022-08-07
Ben Skowronek,WR,LA,216,353,2022-08-07
Rico Dowdle,RB,DAL,216,354,2022-08-07
John Metchie,WR,HOU,216,355,2022-08-07
Racey McMath,WR,TEN,216,356,2022-08-07
Antoine Wesley,WR,ARI,216,357,2022-08-07
Chigoziem Okonkwo,TE,TEN,216,358,2022-08-07
Tre'Quan Smith,WR,NO,216,359,2022-08-07
Kyle Juszczyk,RB,SF,216,360,2022-08-07
Tyron Johnson,WR,LV,216,361,2022-08-07
Laquon Treadwell,WR,JAX,216,362,2022-08-07
Chris Herndon,TE,MIN,216,363,2022-08-07
Gardner Minshew,QB,PHI,216,364,2022-08-07
Giovani Bernard,RB,TB,216,365,2022-08-07
Travis Fulgham,WR,DEN,216,366,2022-08-07
Richie James,WR,NYG,216,367,2022-08-07
Sam Howell,QB,WAS,216,368,2022-08-07
Durham Smythe,TE,MIA,216,369,2022-08-07
T.Y. Hilton,WR,IND,216,370,2022-08-07
Marcedes Lewis,TE,GB,216,371,2022-08-07
Anthony Schwartz,WR,CLE,216,372,2022-08-07
Jermar Jefferson,RB,DET,216,373,2022-08-07
Ray-Ray McCloud,WR,SF,216,374,2022-08-07
Demetric Felton,RB,CLE,216,375,2022-08-07
Sam Darnold,QB,CAR,216,376,2022-08-07
Anthony McFarland,RB,PIT,216,377,2022-08-07
Trayveon Williams,RB,CIN,216,378,2022-08-07
Corey Clement,RB,DAL,216,379,2022-08-07
Gary Brightwell,RB,NYG,216,380,2022-08-07
Mike Boone,RB,DEN,216,381,2022-08-07
Josiah Deguara,TE,GB,216,382,2022-08-07
Duke Johnson,RB,BUF,216,383,2022-08-07
DeAndre Carter,WR,LAC,216,384,2022-08-07
Cyril Grayson,WR,TB,216,385,2022-08-07
Ty Chandler,RB,MIN,216,386,2022-08-07
Samori Toure,WR,GB,216,387,2022-08-07
Johnny Football,QB,N/A,216,388,2022-08-07
Kylen Granson,TE,IND,216,389,2022-08-07
Corey Coleman,WR,KC,216,390,2022-08-07
Thaddeus Moss,TE,CIN,216,391,2022-08-07
Devin Gray,WR,N/A,216,392,2022-08-07
Greg Bell,RB,DET,216,393,2022-08-07
Jamal Agnew,WR,JAX,216,394,2022-08-07
Teddy Bridgewater,QB,MIA,216,395,2022-08-07
Willie Snead,WR,N/A,216,396,2022-08-07
Jakeem Grant,WR,CLE,216,397,2022-08-07
David Johnson,RB,HOU,216,398,2022-08-07
Jordan Akins,TE,NYG,216,399,2022-08-07
Deven Thompkins,WR,TB,216,400,2022-08-07
