player,pos,team,adp,rank,date
Jonathan Taylor,RB,IND,1.1,1,2022-05-31
Cooper Kupp,WR,LA,2.5,2,2022-05-31
Christian McCaffrey,RB,CAR,3.2,3,2022-05-31
Justin Jefferson,WR,MIN,4.3,4,2022-05-31
Ja'Marr Chase,WR,CIN,5.2,5,2022-05-31
Derrick Henry,RB,TEN,6.7,6,2022-05-31
Austin Ekeler,RB,LAC,6.8,7,2022-05-31
Najee Harris,RB,PIT,8.5,8,2022-05-31
Stefon Diggs,WR,BUF,9,9,2022-05-31
Dalvin Cook,RB,MIN,10.5,10,2022-05-31
Travis Kelce,TE,KC,11.5,11,2022-05-31
Davante Adams,WR,LV,11.6,12,2022-05-31
Joe Mixon,RB,CIN,13,13,2022-05-31
CeeDee Lamb,WR,DAL,13.8,14,2022-05-31
Mark Andrews,TE,BAL,16.1,15,2022-05-31
D'Andre Swift,RB,DET,17,16,2022-05-31
Deebo Samuel,WR,SF,17.4,17,2022-05-31
Aaron Jones,RB,GB,18.2,18,2022-05-31
Mike Evans,WR,TB,19,19,2022-05-31
Alvin Kamara,RB,NO,20.7,20,2022-05-31
Tyreek Hill,WR,MIA,21.6,21,2022-05-31
Leonard Fournette,RB,TB,22.3,22,2022-05-31
Nick Chubb,RB,CLE,24,23,2022-05-31
A.J. Brown,WR,PHI,24.8,24,2022-05-31
Javonte Williams,RB,DEN,25,25,2022-05-31
Tee Higgins,WR,CIN,25.3,26,2022-05-31
Saquon Barkley,RB,NYG,26.6,27,2022-05-31
Keenan Allen,WR,LAC,27.7,28,2022-05-31
Josh Allen,QB,BUF,28.5,29,2022-05-31
Mike Williams,WR,LAC,30.9,30,2022-05-31
James Conner,RB,ARI,31,31,2022-05-31
Kyle Pitts,TE,ATL,31.9,32,2022-05-31
Michael Pittman,WR,IND,32.6,33,2022-05-31
Jaylen Waddle,WR,MIA,35.3,34,2022-05-31
DJ Moore,WR,CAR,36.3,35,2022-05-31
Marquise Brown,WR,ARI,36.9,36,2022-05-31
Patrick Mahomes,QB,KC,38.4,37,2022-05-31
Diontae Johnson,WR,PIT,40.2,38,2022-05-31
Cam Akers,RB,LA,40.5,39,2022-05-31
Ezekiel Elliott,RB,DAL,40.8,40,2022-05-31
Darren Waller,TE,LV,41.8,41,2022-05-31
D.K. Metcalf,WR,SEA,43.6,42,2022-05-31
Justin Herbert,QB,LAC,43.8,43,2022-05-31
Amari Cooper,WR,CLE,44.8,44,2022-05-31
Terry McLaurin,WR,WAS,45.3,45,2022-05-31
Jerry Jeudy,WR,DEN,46.2,46,2022-05-31
Breece Hall,RB,NYJ,46.2,47,2022-05-31
Courtland Sutton,WR,DEN,47.2,48,2022-05-31
George Kittle,TE,SF,47.5,49,2022-05-31
Allen Robinson,WR,LA,50,50,2022-05-31
David Montgomery,RB,CHI,50.4,51,2022-05-31
Lamar Jackson,QB,BAL,51.3,52,2022-05-31
Chris Godwin,WR,TB,52.5,53,2022-05-31
Gabriel Davis,WR,BUF,54,54,2022-05-31
J.K. Dobbins,RB,BAL,55.1,55,2022-05-31
