player,pos,team,adp,rank,date
Michael Gallup,WR,DAL,120.9,118,2022-07-09
Rondale Moore,WR,ARI,121.6,119,2022-07-09
Alexander Mattison,RB,MIN,122,120,2022-07-09
Kenny Golladay,WR,NYG,122.3,121,2022-07-09
Justin Fields,QB,CHI,122.9,122,2022-07-09
Ronald Jones,RB,KC,125.8,123,2022-07-09
Dameon Pierce,RB,HOU,125.9,124,2022-07-09
Pat Freiermuth,TE,PIT,126.3,125,2022-07-09
Irv Smith,TE,MIN,126.8,126,2022-07-09
Jarvis Landry,WR,NO,127.3,127,2022-07-09
Mecole Hardman,WR,KC,128.4,128,2022-07-09
Tua Tagovailoa,QB,MIA,129.9,129,2022-07-09
Rachaad White,RB,TB,129.9,130,2022-07-09
Jameson Williams,WR,DET,132,131,2022-07-09
Jakobi Meyers,WR,NE,133.1,132,2022-07-09
Mike Gesicki,TE,MIA,133.2,133,2022-07-09
Cole Kmet,TE,CHI,134.1,134,2022-07-09
Jamison Crowder,WR,BUF,137.2,135,2022-07-09
Nyheim Hines,RB,IND,137.4,136,2022-07-09
Isaiah Spiller,RB,LAC,137.5,137,2022-07-09
Darrell Henderson,RB,LA,138.6,138,2022-07-09
Jahan Dotson,WR,WAS,138.8,139,2022-07-09
Trevor Lawrence,QB,JAX,140.1,140,2022-07-09
DeVante Parker,WR,NE,141.2,141,2022-07-09
Michael Carter,RB,NYJ,143.1,142,2022-07-09
Van Jefferson,WR,LA,143.5,143,2022-07-09
Joshua Palmer,WR,LAC,144.3,144,2022-07-09
Robert Tonyan,TE,GB,144.5,145,2022-07-09
Albert Okwuegbunam,TE,DEN,145.3,146,2022-07-09
K.J. Osborn,WR,MIN,145.3,147,2022-07-09
Hunter Henry,TE,NE,148,148,2022-07-09
Jameis Winston,QB,NO,150,149,2022-07-09
Jalen Tolbert,WR,DAL,151.6,150,2022-07-09
Tyler Allgeier,RB,ATL,152,151,2022-07-09
D.J. Chark,WR,DET,152.9,152,2022-07-09
Matt Ryan,QB,IND,154.5,153,2022-07-09
Gerald Everett,TE,LAC,154.6,154,2022-07-09
Kenneth Gainwell,RB,PHI,154.8,155,2022-07-09
Daniel Jones,QB,NYG,156.7,156,2022-07-09
Tyrion Davis-Price,RB,SF,157.4,157,2022-07-09
Khalil Herbert,RB,CHI,159,158,2022-07-09
Gus Edwards,RB,BAL,160,159,2022-07-09
Robby Anderson,WR,CAR,160.3,160,2022-07-09
Corey Davis,WR,NYJ,162,161,2022-07-09
Marvin Jones,WR,JAX,162.2,162,2022-07-09
Tyler Higbee,TE,LA,162.6,163,2022-07-09
Noah Fant,TE,SEA,165.3,164,2022-07-09
Darrel Williams,RB,KC,167.6,165,2022-07-09
Alec Pierce,WR,IND,168.3,166,2022-07-09
Sammy Watkins,WR,GB,169.5,167,2022-07-09
James Robinson,RB,JAX,169.8,168,2022-07-09
Zach Wilson,QB,NYJ,170.7,169,2022-07-09
Mac Jones,QB,NE,172.4,170,2022-07-09
George Pickens,WR,PIT,172.4,171,2022-07-09
David Njoku,TE,CLE,173.8,172,2022-07-09
Mark Ingram,RB,NO,175.5,173,2022-07-09
Marlon Mack,RB,HOU,175.6,174,2022-07-09
Parris Campbell,WR,IND,176.3,175,2022-07-09
Cameron Brate,TE,TB,176.6,176,2022-07-09
Evan Engram,TE,JAX,176.8,177,2022-07-09
Nico Collins,WR,HOU,178.2,178,2022-07-09
KJ Hamler,WR,DEN,179.2,179,2022-07-09
Jamaal Williams,RB,DET,179.7,180,2022-07-09
Ryan Tannehill,QB,TEN,181.3,181,2022-07-09
Hayden Hurst,TE,CIN,182.2,182,2022-07-09
J.D. McKissic,RB,WAS,185.1,183,2022-07-09
Curtis Samuel,WR,WAS,185.9,184,2022-07-09
Jared Goff,QB,DET,186.2,185,2022-07-09
Austin Hooper,TE,TEN,186.9,186,2022-07-09
William Fuller,WR,N/A,188.2,187,2022-07-09
Raheem Mostert,RB,MIA,188.7,188,2022-07-09
Wan'Dale Robinson,WR,NYG,190.5,189,2022-07-09
Kendrick Bourne,WR,NE,191.4,190,2022-07-09
Julio Jones,WR,N/A,192.3,191,2022-07-09
Brian Robinson Jr.,RB,WAS,193,192,2022-07-09
Baker Mayfield,QB,CAR,194.7,193,2022-07-09
David Bell,WR,CLE,195.7,194,2022-07-09
A.J. Green,WR,ARI,195.9,195,2022-07-09
Carson Wentz,QB,WAS,196.2,196,2022-07-09
Jerick McKinnon,RB,KC,197,197,2022-07-09
Devin Duvernay,WR,BAL,198.6,198,2022-07-09
D'Onta Foreman,RB,CAR,199.7,199,2022-07-09
Logan Thomas,TE,WAS,201.1,200,2022-07-09
Davis Mills,QB,HOU,202,201,2022-07-09
Chris Evans,RB,CIN,202.6,202,2022-07-09
Deshaun Watson,QB,CLE,202.9,203,2022-07-09
John Metchie,WR,HOU,203.8,204,2022-07-09
Isaiah McKenzie,WR,BUF,204.4,205,2022-07-09
Taysom Hill,TE,NO,204.4,206,2022-07-09
Zamir White,RB,LV,205.1,207,2022-07-09
Odell Beckham,WR,N/A,205.2,208,2022-07-09
Terrace Marshall,WR,CAR,206.9,209,2022-07-09
Sony Michel,RB,LA,208.1,210,2022-07-09
James Washington,WR,DAL,208.5,211,2022-07-09
Brevin Jordan,TE,HOU,208.7,212,2022-07-09
Mo Alie-Cox,TE,IND,210.3,213,2022-07-09
Zay Jones,WR,JAX,211.2,214,2022-07-09
Bryan Edwards,WR,LV,211.3,215,2022-07-09
Laviska Shenault,WR,JAX,211.3,216,2022-07-09
Hassan Haskins,RB,TEN,211.7,217,2022-07-09
D'Ernest Johnson,RB,CLE,211.9,218,2022-07-09
Marcus Mariota,QB,ATL,212,219,2022-07-09
Rob Gronkowski,TE,TB,212.1,220,2022-07-09
Byron Pringle,WR,CHI,212.6,221,2022-07-09
Eno Benjamin,RB,ARI,213,222,2022-07-09
Jalen Guyton,WR,LAC,213.2,223,2022-07-09
Donovan Peoples-Jones,WR,CLE,213.9,224,2022-07-09
Mitchell Trubisky,QB,PIT,214,225,2022-07-09
Kenyan Drake,RB,LV,214,226,2022-07-09
Randall Cobb,WR,GB,214,227,2022-07-09
C.J. Uzomah,TE,NYJ,214.2,228,2022-07-09
Cade Otton,TE,TB,214.3,229,2022-07-09
Romeo Doubs,WR,GB,214.3,230,2022-07-09
Kenny Pickett,QB,PIT,214.3,231,2022-07-09
Justyn Ross,WR,KC,214.4,232,2022-07-09
Chuba Hubbard,RB,CAR,214.4,233,2022-07-09
Jauan Jennings,WR,SF,214.4,234,2022-07-09
Cedrick Wilson,WR,MIA,214.5,235,2022-07-09
Velus Jones,WR,CHI,214.6,236,2022-07-09
Jonnu Smith,TE,NE,214.8,237,2022-07-09
Nick Westbrook-Ikhine,WR,TEN,214.8,238,2022-07-09
Quez Watkins,WR,PHI,214.9,239,2022-07-09
James Proche,WR,BAL,215,240,2022-07-09
Sterling Shepard,WR,NYG,215,241,2022-07-09
Trey McBride,TE,ARI,215.1,242,2022-07-09
Tyler Conklin,TE,NYJ,215.2,243,2022-07-09
Tyquan Thornton,WR,NE,215.2,244,2022-07-09
Trey Sermon,RB,SF,215.3,245,2022-07-09
Amari Rodgers,WR,GB,215.3,246,2022-07-09
Matt Breida,RB,NYG,215.4,247,2022-07-09
Greg Dulcich,TE,DEN,215.5,248,2022-07-09
Jacoby Brissett,QB,CLE,215.5,249,2022-07-09
Desmond Ridder,QB,ATL,215.5,250,2022-07-09
Braxton Berrios,WR,NYJ,215.5,251,2022-07-09
Tyler Badie,RB,BAL,215.5,252,2022-07-09
Damien Williams,RB,ATL,215.6,253,2022-07-09
Mike Davis,RB,ATL,215.6,254,2022-07-09
Daniel Bellinger,TE,NYG,215.6,255,2022-07-09
Rex Burkhead,RB,HOU,215.6,256,2022-07-09
Tommy Tremble,TE,CAR,215.6,257,2022-07-09
Dontrell Hilliard,RB,TEN,215.7,258,2022-07-09
Jimmy Garoppolo,QB,SF,215.7,259,2022-07-09
O.J. Howard,TE,BUF,215.7,260,2022-07-09
Marquez Callaway,WR,NO,215.7,261,2022-07-09
James White,RB,NE,215.7,262,2022-07-09
Khalil Shakir,WR,BUF,215.7,263,2022-07-09
Keaontay Ingram,RB,ARI,215.7,264,2022-07-09
Myles Gaskin,RB,MIA,215.7,265,2022-07-09
Snoop Conner,RB,JAX,215.7,266,2022-07-09
Jelani Woods,TE,IND,215.7,267,2022-07-09
Drew Lock,QB,SEA,215.8,268,2022-07-09
Rashard Higgins,WR,CAR,215.8,269,2022-07-09
T.Y. Hilton,WR,IND,215.8,270,2022-07-09
Jared Cook,TE,LAC,215.8,271,2022-07-09
Nelson Agholor,WR,NE,215.8,272,2022-07-09
Demarcus Robinson,WR,LV,215.8,273,2022-07-09
Adam Trautman,TE,NO,215.8,274,2022-07-09
Boston Scott,RB,PHI,215.8,275,2022-07-09
Tyler Johnson,WR,TB,215.8,276,2022-07-09
Samaje Perine,RB,CIN,215.8,277,2022-07-09
Cole Beasley,WR,N/A,215.8,278,2022-07-09
Ke'Shawn Vaughn,RB,TB,215.8,279,2022-07-09
Jeff Wilson,RB,SF,215.9,280,2022-07-09
Chris Carson,RB,SEA,215.9,281,2022-07-09
Malik Willis,QB,TEN,215.9,282,2022-07-09
Ricky Seals-Jones,TE,NYG,215.9,283,2022-07-09
Pierre Strong,RB,NE,215.9,284,2022-07-09
Danny Gray,WR,SF,215.9,285,2022-07-09
Abram Smith,RB,NO,215.9,286,2022-07-09
Isiah Pacheco,RB,KC,215.9,287,2022-07-09
Tylan Wallace,WR,BAL,215.9,288,2022-07-09
Tutu Atwell,WR,LA,215.9,289,2022-07-09
Donald Parham,TE,LAC,215.9,290,2022-07-09
John Bates,TE,WAS,215.9,291,2022-07-09
Kyle Philips,WR,TEN,215.9,292,2022-07-09
Racey McMath,WR,TEN,215.9,293,2022-07-09
Samori Toure,WR,GB,215.9,294,2022-07-09
Phillip Lindsay,RB,MIA,215.9,295,2022-07-09
Anthony Schwartz,WR,CLE,215.9,296,2022-07-09
Isaiah Likely,TE,BAL,215.9,297,2022-07-09
Josh Gordon,WR,KC,215.9,298,2022-07-09
Colin Kaepernick,QB,N/A,215.9,299,2022-07-09
Cyril Grayson,WR,TB,215.9,300,2022-07-09
Darius Slayton,WR,NYG,215.9,301,2022-07-09
Olamide Zaccheaus,WR,ATL,215.9,302,2022-07-09
Foster Moreau,TE,LV,215.9,303,2022-07-09
Justin Jackson,RB,LAC,215.9,304,2022-07-09
Kyren Williams,RB,LA,215.9,305,2022-07-09
Tyler Huntley,QB,BAL,215.9,306,2022-07-09
Antoine Wesley,WR,ARI,215.9,307,2022-07-09
Antonio Brown,WR,N/A,215.9,308,2022-07-09
Keelan Cole,WR,NYJ,216,309,2022-07-09
Scott Miller,WR,TB,216,310,2022-07-09
Josh Reynolds,WR,DET,216,311,2022-07-09
Benny Snell,RB,PIT,216,312,2022-07-09
Harrison Bryant,TE,CLE,216,313,2022-07-09
Tony Jones,RB,NO,216,314,2022-07-09
Emmanuel Sanders,WR,BUF,216,315,2022-07-09
Dan Arnold,TE,JAX,216,316,2022-07-09
Jalen Wydermyer,TE,BUF,216,317,2022-07-09
Deonte Harris,WR,NO,216,318,2022-07-09
Ihmir Smith-Marsette,WR,MIN,216,319,2022-07-09
ZaQuandre White,RB,MIA,216,320,2022-07-09
Ashton Dulin,WR,IND,216,321,2022-07-09
Geno Smith,QB,SEA,216,322,2022-07-09
Calvin Austin,WR,PIT,216,323,2022-07-09
Ameer Abdullah,RB,LV,216,324,2022-07-09
Noah Brown,WR,DAL,216,325,2022-07-09
Justin Watson,WR,KC,216,326,2022-07-09
Derrick Gore,RB,KC,216,327,2022-07-09
Teddy Bridgewater,QB,MIA,216,328,2022-07-09
Quintez Cephus,WR,DET,216,329,2022-07-09
Jordan Love,QB,GB,216,330,2022-07-09
Zack Moss,RB,BUF,216,331,2022-07-09
Laquon Treadwell,WR,JAX,216,332,2022-07-09
Giovani Bernard,RB,TB,216,333,2022-07-09
Will Dissly,TE,SEA,216,334,2022-07-09
La'Mical Perine,RB,NYJ,216,335,2022-07-09
DeSean Jackson,WR,LV,216,336,2022-07-09
Equanimeous St. Brown,WR,CHI,216,337,2022-07-09
Jalen Nailor,WR,MIN,216,338,2022-07-09
Nick Keizer,TE,N/A,216,339,2022-07-09
Phillip Dorsett,WR,HOU,216,340,2022-07-09
Jody Fortson,TE,KC,216,341,2022-07-09
Zach Pascal,WR,PHI,216,342,2022-07-09
Breshad Perriman,WR,TB,216,343,2022-07-09
Danny Amendola,WR,HOU,216,344,2022-07-09
Tre'Quan Smith,WR,NO,216,345,2022-07-09
Dyami Brown,WR,WAS,216,346,2022-07-09
Travis Fulgham,WR,DEN,216,347,2022-07-09
Richie James,WR,NYG,216,348,2022-07-09
Taylor Heinicke,QB,WAS,216,349,2022-07-09
Kylin Hill,RB,GB,216,350,2022-07-09
Eric Ezukanma,WR,MIA,216,351,2022-07-09
Lynn Bowden,WR,MIA,216,352,2022-07-09
Freddie Swain,WR,SEA,216,353,2022-07-09
D'Wayne Eskridge,WR,SEA,216,354,2022-07-09
Mack Hollins,WR,LV,216,355,2022-07-09
Noah Gray,TE,KC,216,356,2022-07-09
Blake Bell,TE,KC,216,357,2022-07-09
Kennedy Brooks,RB,PHI,216,358,2022-07-09
Mike Boone,RB,DEN,216,359,2022-07-09
Chigoziem Okonkwo,TE,TEN,216,360,2022-07-09
Julius Chestnut,RB,TEN,216,361,2022-07-09
Thaddeus Moss,TE,CIN,216,362,2022-07-09
Kylen Granson,TE,IND,216,363,2022-07-09
Ty Chandler,RB,MIN,216,364,2022-07-09
Sam Darnold,QB,CAR,216,365,2022-07-09
Jakeem Grant,WR,CLE,216,366,2022-07-09
Anthony Firkser,TE,ATL,216,367,2022-07-09
Drew Sample,TE,CIN,216,368,2022-07-09
Chris Herndon,TE,MIN,216,369,2022-07-09
Gardner Minshew,QB,PHI,216,370,2022-07-09
Brandon Allen,QB,CIN,216,371,2022-07-09
Tyler Kroft,TE,NYJ,216,372,2022-07-09
Brandon Bolden,RB,LV,216,373,2022-07-09
Tyler Goodson,RB,GB,216,374,2022-07-09
Auden Tate,WR,ATL,216,375,2022-07-09
Tre Nixon,WR,NE,216,376,2022-07-09
Josiah Deguara,TE,GB,216,377,2022-07-09
Craig Reynolds,RB,DET,216,378,2022-07-09
T.J. Vasher,WR,DAL,216,379,2022-07-09
Mataeo Durant,RB,PIT,216,380,2022-07-09
Devin Funchess,WR,N/A,216,381,2022-07-09
Trestan Ebnar,RB,CHI,216,382,2022-07-09
Tim Tebow,TE,N/A,216,383,2022-07-09
Kendall Blanton,TE,LA,216,384,2022-07-09
Duke Johnson,RB,BUF,216,385,2022-07-09
Wayne Gallman,RB,MIN,216,386,2022-07-09
Jimmy Graham,TE,CHI,216,387,2022-07-09
Ty'Son Williams,RB,BAL,216,388,2022-07-09
Greg Ward,WR,PHI,216,389,2022-07-09
Zonovan Knight,RB,NYJ,216,390,2022-07-09
Jamal Agnew,WR,JAX,216,391,2022-07-09
Dontario Drummond,WR,DAL,216,392,2022-07-09
Kalen Ballage,RB,PIT,216,393,2022-07-09
Willie Snead,WR,N/A,216,394,2022-07-09
Chris Conley,WR,HOU,216,395,2022-07-09
Carlos Hyde,RB,N/A,216,396,2022-07-09
Kyle Juszczyk,RB,SF,216,397,2022-07-09
Jalen Reagor,WR,PHI,216,398,2022-07-09
Keke Coutee,WR,IND,216,399,2022-07-09
Cam Sims,WR,WAS,216,400,2022-07-09
