player,pos,team,adp,rank,date
Dameon Pierce,RB,HOU,129.7,129,2022-06-08
Mike Gesicki,TE,MIA,131.1,130,2022-06-08
Rachaad White,RB,TB,131.7,131,2022-06-08
Jamison Crowder,WR,BUF,132,132,2022-06-08
Justin Fields,QB,CHI,132.3,133,2022-06-08
DeVante Parker,WR,NE,133.2,134,2022-06-08
Jakobi Meyers,WR,NE,135.5,135,2022-06-08
Tua Tagovailoa,QB,MIA,136.3,136,2022-06-08
Isaiah Spiller,RB,LAC,138.4,137,2022-06-08
Van Jefferson,WR,LA,138.8,138,2022-06-08
Robert Tonyan,TE,GB,138.8,139,2022-06-08
Irv Smith,TE,MIN,141.3,140,2022-06-08
Nyheim Hines,RB,IND,141.6,141,2022-06-08
Michael Carter,RB,NYJ,142,142,2022-06-08
Jahan Dotson,WR,WAS,143.9,143,2022-06-08
Albert Okwuegbunam,TE,DEN,144.1,144,2022-06-08
Jalen Tolbert,WR,DAL,144.4,145,2022-06-08
Darrell Henderson,RB,LA,144.8,146,2022-06-08
Cole Kmet,TE,CHI,146.9,147,2022-06-08
Trevor Lawrence,QB,JAX,147.6,148,2022-06-08
D.J. Chark,WR,DET,149.4,149,2022-06-08
K.J. Osborn,WR,MIN,150.8,150,2022-06-08
David Njoku,TE,CLE,151.2,151,2022-06-08
Tyler Allgeier,RB,ATL,154,152,2022-06-08
Hunter Henry,TE,NE,154.4,153,2022-06-08
David Bell,WR,CLE,155.5,154,2022-06-08
Corey Davis,WR,NYJ,155.7,155,2022-06-08
Jameis Winston,QB,NO,157.1,156,2022-06-08
Alec Pierce,WR,IND,159,157,2022-06-08
George Pickens,WR,PIT,159.1,158,2022-06-08
Kenneth Gainwell,RB,PHI,160.6,159,2022-06-08
Joshua Palmer,WR,LAC,160.9,160,2022-06-08
James Robinson,RB,JAX,163,161,2022-06-08
Tyler Higbee,TE,LA,163.3,162,2022-06-08
Matt Ryan,QB,IND,164.1,163,2022-06-08
Tyrion Davis-Price,RB,SF,164.3,164,2022-06-08
Robby Anderson,WR,CAR,165.1,165,2022-06-08
Darrel Williams,RB,KC,167,166,2022-06-08
Khalil Herbert,RB,CHI,167.8,167,2022-06-08
Zach Wilson,QB,NYJ,168.1,168,2022-06-08
Daniel Jones,QB,NYG,168.3,169,2022-06-08
Marvin Jones,WR,JAX,169.4,170,2022-06-08
Gerald Everett,TE,LAC,170.2,171,2022-06-08
Gus Edwards,RB,BAL,171.8,172,2022-06-08
Noah Fant,TE,SEA,172.2,173,2022-06-08
KJ Hamler,WR,DEN,172.6,174,2022-06-08
Curtis Samuel,WR,WAS,173.9,175,2022-06-08
William Fuller,WR,N/A,176.6,176,2022-06-08
Jamaal Williams,RB,DET,179.3,177,2022-06-08
Ryan Tannehill,QB,TEN,181.3,178,2022-06-08
Wan'Dale Robinson,WR,NYG,181.6,179,2022-06-08
Hayden Hurst,TE,CIN,181.6,180,2022-06-08
Donovan Peoples-Jones,WR,CLE,182.1,181,2022-06-08
Evan Engram,TE,JAX,183.1,182,2022-06-08
J.D. McKissic,RB,WAS,184.7,183,2022-06-08
Odell Beckham,WR,N/A,185.3,184,2022-06-08
Sammy Watkins,WR,GB,186.8,185,2022-06-08
A.J. Green,WR,ARI,186.9,186,2022-06-08
Mac Jones,QB,NE,187.7,187,2022-06-08
John Metchie,WR,HOU,188.5,188,2022-06-08
Raheem Mostert,RB,MIA,189.3,189,2022-06-08
Kendrick Bourne,WR,NE,191.6,190,2022-06-08
Brian Robinson Jr.,RB,WAS,192.7,191,2022-06-08
Logan Thomas,TE,WAS,194.2,192,2022-06-08
Jared Goff,QB,DET,194.3,193,2022-06-08
Marlon Mack,RB,HOU,195,194,2022-06-08
Julio Jones,WR,N/A,195.5,195,2022-06-08
Taysom Hill,TE,NO,196.3,196,2022-06-08
D'Onta Foreman,RB,CAR,198.7,197,2022-06-08
Parris Campbell,WR,IND,198.9,198,2022-06-08
Justyn Ross,WR,KC,200,199,2022-06-08
Austin Hooper,TE,TEN,200.9,200,2022-06-08
Nico Collins,WR,HOU,201.8,201,2022-06-08
Carson Wentz,QB,WAS,202,202,2022-06-08
Devin Duvernay,WR,BAL,203,203,2022-06-08
James Washington,WR,DAL,204.1,204,2022-06-08
Laviska Shenault,WR,JAX,204.7,205,2022-06-08
Sony Michel,RB,LA,204.8,206,2022-06-08
Davis Mills,QB,HOU,206.4,207,2022-06-08
Hassan Haskins,RB,TEN,206.9,208,2022-06-08
Romeo Doubs,WR,GB,207.4,209,2022-06-08
Bryan Edwards,WR,LV,210,210,2022-06-08
Brevin Jordan,TE,HOU,210.5,211,2022-06-08
Zamir White,RB,LV,210.5,212,2022-06-08
D'Ernest Johnson,RB,CLE,210.8,213,2022-06-08
Mark Ingram,RB,NO,211.1,214,2022-06-08
Marcus Mariota,QB,ATL,211.4,215,2022-06-08
Byron Pringle,WR,CHI,211.5,216,2022-06-08
Zay Jones,WR,JAX,211.6,217,2022-06-08
C.J. Uzomah,TE,NYJ,212.4,218,2022-06-08
Kenny Pickett,QB,PIT,212.7,219,2022-06-08
Chris Evans,RB,CIN,212.8,220,2022-06-08
Sterling Shepard,WR,NYG,212.9,221,2022-06-08
Kenyan Drake,RB,LV,213,222,2022-06-08
Cedrick Wilson,WR,MIA,213.2,223,2022-06-08
Isaiah McKenzie,WR,BUF,213.3,224,2022-06-08
Cameron Brate,TE,TB,213.4,225,2022-06-08
Mo Alie-Cox,TE,IND,213.7,226,2022-06-08
Velus Jones,WR,CHI,213.7,227,2022-06-08
Jalen Guyton,WR,LAC,213.8,228,2022-06-08
James White,RB,NE,213.8,229,2022-06-08
Keaontay Ingram,RB,ARI,213.9,230,2022-06-08
Trey McBride,TE,ARI,214.2,231,2022-06-08
Randall Cobb,WR,GB,214.3,232,2022-06-08
Nick Westbrook-Ikhine,WR,TEN,214.7,233,2022-06-08
Quez Watkins,WR,PHI,214.8,234,2022-06-08
Tyquan Thornton,WR,NE,214.9,235,2022-06-08
Khalil Shakir,WR,BUF,214.9,236,2022-06-08
Chuba Hubbard,RB,CAR,214.9,237,2022-06-08
Danny Gray,WR,SF,214.9,238,2022-06-08
Mitchell Trubisky,QB,PIT,215,239,2022-06-08
Matt Breida,RB,NYG,215,240,2022-06-08
Samaje Perine,RB,CIN,215.1,241,2022-06-08
Trey Sermon,RB,SF,215.1,242,2022-06-08
Terrace Marshall,WR,CAR,215.2,243,2022-06-08
Amari Rodgers,WR,GB,215.2,244,2022-06-08
Jonnu Smith,TE,NE,215.2,245,2022-06-08
Baker Mayfield,QB,CLE,215.3,246,2022-06-08
Marquez Callaway,WR,NO,215.3,247,2022-06-08
Isiah Pacheco,RB,KC,215.4,248,2022-06-08
Greg Dulcich,TE,DEN,215.5,249,2022-06-08
Jauan Jennings,WR,SF,215.5,250,2022-06-08
Braxton Berrios,WR,NYJ,215.5,251,2022-06-08
Daniel Bellinger,TE,NYG,215.5,252,2022-06-08
Rex Burkhead,RB,HOU,215.5,253,2022-06-08
T.Y. Hilton,WR,IND,215.5,254,2022-06-08
Tylan Wallace,WR,BAL,215.5,255,2022-06-08
Derrick Gore,RB,KC,215.5,256,2022-06-08
Kyren Williams,RB,LA,215.6,257,2022-06-08
Drew Lock,QB,SEA,215.6,258,2022-06-08
O.J. Howard,TE,BUF,215.6,259,2022-06-08
Matt Corral,QB,CAR,215.6,260,2022-06-08
Emmanuel Sanders,WR,BUF,215.6,261,2022-06-08
Damien Williams,RB,ATL,215.6,262,2022-06-08
Jared Cook,TE,LAC,215.6,263,2022-06-08
Chris Carson,RB,SEA,215.7,264,2022-06-08
Desmond Ridder,QB,ATL,215.7,265,2022-06-08
Darius Slayton,WR,NYG,215.7,266,2022-06-08
Ricky Seals-Jones,TE,NYG,215.7,267,2022-06-08
Calvin Austin,WR,PIT,215.7,268,2022-06-08
Adam Trautman,TE,NO,215.8,269,2022-06-08
Cole Beasley,WR,N/A,215.8,270,2022-06-08
Sam Darnold,QB,CAR,215.8,271,2022-06-08
Nelson Agholor,WR,NE,215.8,272,2022-06-08
Jeff Wilson,RB,SF,215.8,273,2022-06-08
Snoop Conner,RB,JAX,215.8,274,2022-06-08
Tyler Johnson,WR,TB,215.8,275,2022-06-08
Anthony Schwartz,WR,CLE,215.8,276,2022-06-08
Ke'Shawn Vaughn,RB,TB,215.8,277,2022-06-08
Josh Gordon,WR,KC,215.8,278,2022-06-08
Tony Jones,RB,NO,215.8,279,2022-06-08
Josh Reynolds,WR,DET,215.9,280,2022-06-08
Boston Scott,RB,PHI,215.9,281,2022-06-08
Peyton Barber,RB,LV,215.9,282,2022-06-08
Tutu Atwell,WR,LA,215.9,283,2022-06-08
Jimmy Graham,TE,CHI,215.9,284,2022-06-08
Demarcus Robinson,WR,LV,215.9,285,2022-06-08
Jelani Woods,TE,IND,215.9,286,2022-06-08
Chad Henne,QB,KC,215.9,287,2022-06-08
Jimmy Garoppolo,QB,SF,215.9,288,2022-06-08
Deven Thompkins,WR,TB,215.9,289,2022-06-08
Phillip Lindsay,RB,MIA,215.9,290,2022-06-08
Charlie Kolar,TE,BAL,215.9,291,2022-06-08
Devonta Freeman,RB,BAL,215.9,292,2022-06-08
Mike Thomas,WR,CIN,215.9,293,2022-06-08
Zack Moss,RB,BUF,215.9,294,2022-06-08
Jacob Hollister,TE,LV,215.9,295,2022-06-08
Abram Smith,RB,NO,215.9,296,2022-06-08
Farrod Green,TE,IND,215.9,297,2022-06-08
Justin Jackson,RB,LAC,215.9,298,2022-06-08
Jalen Reagor,WR,PHI,215.9,299,2022-06-08
Eric Ebron,TE,N/A,215.9,300,2022-06-08
Pierre Strong,RB,NE,215.9,301,2022-06-08
Tyler Kroft,TE,NYJ,215.9,302,2022-06-08
Blake Bell,TE,KC,215.9,303,2022-06-08
Tyler Ervin,RB,N/A,215.9,304,2022-06-08
Jerick McKinnon,RB,KC,215.9,305,2022-06-08
Myles Gaskin,RB,MIA,215.9,306,2022-06-08
Tyler Conklin,TE,NYJ,215.9,307,2022-06-08
DeSean Jackson,WR,LV,215.9,308,2022-06-08
Noah Gray,TE,KC,215.9,309,2022-06-08
Kene Nwangwu,RB,MIN,215.9,310,2022-06-08
James Morgan,QB,IND,215.9,311,2022-06-08
Antoine Wesley,WR,ARI,215.9,312,2022-06-08
Deonte Harris,WR,NO,215.9,313,2022-06-08
Foster Moreau,TE,LV,215.9,314,2022-06-08
Colt McCoy,QB,ARI,215.9,315,2022-06-08
Duke Johnson,RB,BUF,215.9,316,2022-06-08
Jordan Howard,RB,PHI,215.9,317,2022-06-08
Auden Tate,WR,ATL,215.9,318,2022-06-08
Tyler Badie,RB,BAL,215.9,319,2022-06-08
Geno Smith,QB,SEA,215.9,320,2022-06-08
Dontrell Hilliard,RB,TEN,215.9,321,2022-06-08
Zach Pascal,WR,PHI,215.9,322,2022-06-08
Olamide Zaccheaus,WR,ATL,215.9,323,2022-06-08
Mike Davis,RB,ATL,215.9,324,2022-06-08
Tommy Tremble,TE,CAR,215.9,325,2022-06-08
Richard Rodgers,TE,PHI,215.9,326,2022-06-08
Ryan Fitzpatrick,QB,WAS,215.9,327,2022-06-08
Jordan Love,QB,GB,215.9,328,2022-06-08
Dan Arnold,TE,JAX,215.9,329,2022-06-08
Ty Chandler,RB,MIN,215.9,330,2022-06-08
Malik Willis,QB,TEN,216,331,2022-06-08
Gardner Minshew,QB,PHI,216,332,2022-06-08
Taylor Heinicke,QB,WAS,216,333,2022-06-08
Harrison Bryant,TE,CLE,216,334,2022-06-08
Donald Parham,TE,LAC,216,335,2022-06-08
Tyler Huntley,QB,BAL,216,336,2022-06-08
James Proche,WR,BAL,216,337,2022-06-08
Clayton Thorson,QB,N/A,216,338,2022-06-08
Kyle Philips,WR,TEN,216,339,2022-06-08
Antonio Brown,WR,N/A,216,340,2022-06-08
Ihmir Smith-Marsette,WR,MIN,216,341,2022-06-08
Rico Gafford,WR,GB,216,342,2022-06-08
Breshad Perriman,WR,TB,216,343,2022-06-08
Tre'Quan Smith,WR,NO,216,344,2022-06-08
Jakeem Grant,WR,CLE,216,345,2022-06-08
Dyami Brown,WR,WAS,216,346,2022-06-08
Carson Strong,QB,PHI,216,347,2022-06-08
D'Wayne Eskridge,WR,SEA,216,348,2022-06-08
Kennedy Brooks,RB,PHI,216,349,2022-06-08
Jake Funk,RB,LA,216,350,2022-06-08
Eno Benjamin,RB,ARI,216,351,2022-06-08
Tyree Jackson,TE,PHI,216,352,2022-06-08
Jacoby Brissett,QB,CLE,216,353,2022-06-08
Benny Snell,RB,PIT,216,354,2022-06-08
Giovani Bernard,RB,TB,216,355,2022-06-08
Travis Fulgham,WR,DEN,216,356,2022-06-08
Kylin Hill,RB,GB,216,357,2022-06-08
Jake Ferguson,TE,DAL,216,358,2022-06-08
Jaelon Darden,WR,TB,216,359,2022-06-08
Cole Turner,TE,WAS,216,360,2022-06-08
John Bates,TE,WAS,216,361,2022-06-08
Ashton Dulin,WR,IND,216,362,2022-06-08
Cyril Grayson,WR,TB,216,363,2022-06-08
Trestan Ebnar,RB,CHI,216,364,2022-06-08
Keelan Cole,WR,NYJ,216,365,2022-06-08
Ty'Son Williams,RB,BAL,216,366,2022-06-08
Jamal Agnew,WR,JAX,216,367,2022-06-08
Quintez Cephus,WR,DET,216,368,2022-06-08
Jerreth Sterns,WR,TB,216,369,2022-06-08
Denzel Mims,WR,NYJ,216,370,2022-06-08
Will Dissly,TE,SEA,216,371,2022-06-08
Sam Howell,QB,WAS,216,372,2022-06-08
Nick Mullens,QB,LV,216,373,2022-06-08
Cade Otton,TE,TB,216,374,2022-06-08
Ian Thomas,TE,CAR,216,375,2022-06-08
KeeSean Johnson,WR,SF,216,376,2022-06-08
Jalen Nailor,WR,MIN,216,377,2022-06-08
Noah Brown,WR,DAL,216,378,2022-06-08
Simi Fehoko,WR,DAL,216,379,2022-06-08
Jashuan Corbin,RB,NYG,216,380,2022-06-08
Ty Montgomery,WR,NE,216,381,2022-06-08
Justin Watson,WR,KC,216,382,2022-06-08
Julius Chestnut,RB,TEN,216,383,2022-06-08
Marquise Goodwin,WR,CHI,216,384,2022-06-08
Tyler Davis,TE,GB,216,385,2022-06-08
Juwann Winfree,WR,GB,216,386,2022-06-08
Albert Wilson,WR,MIA,216,387,2022-06-08
Adrian Peterson,RB,SEA,216,388,2022-06-08
Rashard Higgins,WR,CAR,216,389,2022-06-08
Scott Miller,WR,TB,216,390,2022-06-08
Chris Conley,WR,HOU,216,391,2022-06-08
Kyle Juszczyk,RB,SF,216,392,2022-06-08
Tre Turner,WR,LV,216,393,2022-06-08
Anthony Firkser,TE,ATL,216,394,2022-06-08
Damiere Byrd,WR,ATL,216,395,2022-06-08
Andy Dalton,QB,NO,216,396,2022-06-08
Lynn Bowden,WR,MIA,216,397,2022-06-08
Jeremy McNichols,RB,N/A,216,398,2022-06-08
Seth Williams,WR,DEN,216,399,2022-06-08
Equanimeous St. Brown,WR,CHI,216,400,2022-06-08
