player,pos,team,adp,rank,date
Jerry Jeudy,WR,DEN,47.7,47,2022-07-14
Allen Robinson,WR,LA,47.8,48,2022-07-14
Patrick Mahomes,QB,KC,49.5,49,2022-07-14
George Kittle,TE,SF,50.5,50,2022-07-14
Lamar Jackson,QB,BAL,51.1,51,2022-07-14
D.K. Metcalf,WR,SEA,51.8,52,2022-07-14
Brandin Cooks,WR,HOU,52.8,53,2022-07-14
David Montgomery,RB,CHI,53.3,54,2022-07-14
Rashod Bateman,WR,BAL,54.3,55,2022-07-14
JuJu Smith-Schuster,WR,KC,54.7,56,2022-07-14
Darnell Mooney,WR,CHI,57.6,57,2022-07-14
J.K. Dobbins,RB,BAL,59.4,58,2022-07-14
Kyler Murray,QB,ARI,59.6,59,2022-07-14
Amon-Ra St. Brown,WR,DET,61.4,60,2022-07-14
Josh Jacobs,RB,LV,62.4,61,2022-07-14
Chris Godwin,WR,TB,62.7,62,2022-07-14
Jalen Hurts,QB,PHI,62.8,63,2022-07-14
Elijah Mitchell,RB,SF,65.2,64,2022-07-14
Dalton Schultz,TE,DAL,66,65,2022-07-14
Amari Cooper,WR,CLE,67.5,66,2022-07-14
AJ Dillon,RB,GB,67.6,67,2022-07-14
Adam Thielen,WR,MIN,68.5,68,2022-07-14
Elijah Moore,WR,NYJ,68.9,69,2022-07-14
Russell Gage,WR,TB,69.3,70,2022-07-14
DeVonta Smith,WR,PHI,69.9,71,2022-07-14
Joe Burrow,QB,CIN,70.7,72,2022-07-14
DeAndre Hopkins,WR,ARI,72.9,73,2022-07-14
Antonio Gibson,RB,WAS,73.8,74,2022-07-14
Drake London,WR,ATL,75.6,75,2022-07-14
Russell Wilson,QB,DEN,77.4,76,2022-07-14
Miles Sanders,RB,PHI,78.5,77,2022-07-14
Hunter Renfrow,WR,LV,78.6,78,2022-07-14
Trey Lance,QB,SF,79,79,2022-07-14
Allen Lazard,WR,GB,80.7,80,2022-07-14
Michael Thomas,WR,NO,81.3,81,2022-07-14
Tom Brady,QB,TB,82.8,82,2022-07-14
Tony Pollard,RB,DAL,82.8,83,2022-07-14
Brandon Aiyuk,WR,SF,85.1,84,2022-07-14
Kadarius Toney,WR,NYG,85.4,85,2022-07-14
Dak Prescott,QB,DAL,85.8,86,2022-07-14
Christian Kirk,WR,JAX,86.7,87,2022-07-14
Clyde Edwards-Helaire,RB,KC,87.4,88,2022-07-14
T.J. Hockenson,TE,DET,88.2,89,2022-07-14
Marquez Valdes-Scantling,WR,KC,90.2,90,2022-07-14
Damien Harris,RB,NE,90.7,91,2022-07-14
Treylon Burks,WR,TEN,93.3,92,2022-07-14
Matthew Stafford,QB,LA,93.7,93,2022-07-14
Chris Olave,WR,NO,94.4,94,2022-07-14
Kareem Hunt,RB,CLE,94.4,95,2022-07-14
Dallas Goedert,TE,PHI,97.5,96,2022-07-14
Tyler Lockett,WR,SEA,98.2,97,2022-07-14
Devin Singletary,RB,BUF,98.4,98,2022-07-14
Skyy Moore,WR,KC,99.4,99,2022-07-14
Rashaad Penny,RB,SEA,101.6,100,2022-07-14
Dawson Knox,TE,BUF,101.7,101,2022-07-14
Robert Woods,WR,TEN,102.8,102,2022-07-14
Kenneth Walker,RB,SEA,103.9,103,2022-07-14
Chase Edmonds,RB,MIA,103.9,104,2022-07-14
Chase Claypool,WR,PIT,104.1,105,2022-07-14
Aaron Rodgers,QB,GB,105.6,106,2022-07-14
Derek Carr,QB,LV,106.1,107,2022-07-14
Cordarrelle Patterson,RB,ATL,108.3,108,2022-07-14
Zach Ertz,TE,ARI,108.6,109,2022-07-14
Tyler Boyd,WR,CIN,109,110,2022-07-14
Melvin Gordon,RB,DEN,109.3,111,2022-07-14
Rhamondre Stevenson,RB,NE,110.3,112,2022-07-14
James Cook,RB,BUF,111.4,113,2022-07-14
Garrett Wilson,WR,NYJ,112,114,2022-07-14
Kirk Cousins,QB,MIN,113.4,115,2022-07-14
Christian Watson,WR,GB,116.2,116,2022-07-14
Tim Patrick,WR,DEN,116.4,117,2022-07-14
Rondale Moore,WR,ARI,120.3,118,2022-07-14
Kenny Golladay,WR,NYG,120.4,119,2022-07-14
Ronald Jones,RB,KC,122,120,2022-07-14
Michael Gallup,WR,DAL,122.5,121,2022-07-14
Irv Smith,TE,MIN,123.8,122,2022-07-14
Justin Fields,QB,CHI,124.2,123,2022-07-14
Alexander Mattison,RB,MIN,124.3,124,2022-07-14
Mecole Hardman,WR,KC,126.2,125,2022-07-14
Rachaad White,RB,TB,128.1,126,2022-07-14
Dameon Pierce,RB,HOU,128.4,127,2022-07-14
Pat Freiermuth,TE,PIT,128.7,128,2022-07-14
Jarvis Landry,WR,NO,129.6,129,2022-07-14
Jakobi Meyers,WR,NE,130.4,130,2022-07-14
Tua Tagovailoa,QB,MIA,131.3,131,2022-07-14
Cole Kmet,TE,CHI,132.4,132,2022-07-14
Jameson Williams,WR,DET,132.7,133,2022-07-14
Isaiah Spiller,RB,LAC,134.6,134,2022-07-14
Mike Gesicki,TE,MIA,135.7,135,2022-07-14
Jamison Crowder,WR,BUF,137.2,136,2022-07-14
Jahan Dotson,WR,WAS,138.3,137,2022-07-14
Darrell Henderson,RB,LA,139.3,138,2022-07-14
Nyheim Hines,RB,IND,139.5,139,2022-07-14
Trevor Lawrence,QB,JAX,140.1,140,2022-07-14
DeVante Parker,WR,NE,141.1,141,2022-07-14
Joshua Palmer,WR,LAC,141.3,142,2022-07-14
K.J. Osborn,WR,MIN,141.8,143,2022-07-14
Michael Carter,RB,NYJ,144.7,144,2022-07-14
Albert Okwuegbunam,TE,DEN,145.1,145,2022-07-14
Van Jefferson,WR,LA,145.3,146,2022-07-14
Robert Tonyan,TE,GB,147.1,147,2022-07-14
Hunter Henry,TE,NE,148.7,148,2022-07-14
Jalen Tolbert,WR,DAL,148.8,149,2022-07-14
Robby Anderson,WR,CAR,151.5,150,2022-07-14
Jameis Winston,QB,NO,152.3,151,2022-07-14
Tyler Allgeier,RB,ATL,152.8,152,2022-07-14
D.J. Chark,WR,DET,153.2,153,2022-07-14
Gerald Everett,TE,LAC,153.7,154,2022-07-14
Tyrion Davis-Price,RB,SF,155.4,155,2022-07-14
Matt Ryan,QB,IND,156.7,156,2022-07-14
Daniel Jones,QB,NYG,157.7,157,2022-07-14
Kenneth Gainwell,RB,PHI,157.8,158,2022-07-14
Gus Edwards,RB,BAL,159.3,159,2022-07-14
Marvin Jones,WR,JAX,160.7,160,2022-07-14
Khalil Herbert,RB,CHI,161.1,161,2022-07-14
Tyler Higbee,TE,LA,162.7,162,2022-07-14
Corey Davis,WR,NYJ,163.3,163,2022-07-14
Noah Fant,TE,SEA,165.2,164,2022-07-14
Nico Collins,WR,HOU,165.5,165,2022-07-14
Alec Pierce,WR,IND,168.5,166,2022-07-14
Darrel Williams,RB,KC,170.3,167,2022-07-14
Mac Jones,QB,NE,170.7,168,2022-07-14
David Njoku,TE,CLE,171.3,169,2022-07-14
Sammy Watkins,WR,GB,171.8,170,2022-07-14
James Robinson,RB,JAX,172.5,171,2022-07-14
George Pickens,WR,PIT,172.9,172,2022-07-14
Zach Wilson,QB,NYJ,173.4,173,2022-07-14
Evan Engram,TE,JAX,174.9,174,2022-07-14
Parris Campbell,WR,IND,176.1,175,2022-07-14
Marlon Mack,RB,HOU,177.5,176,2022-07-14
Jamaal Williams,RB,DET,177.8,177,2022-07-14
Mark Ingram,RB,NO,180.4,178,2022-07-14
Cameron Brate,TE,TB,181.5,179,2022-07-14
KJ Hamler,WR,DEN,181.6,180,2022-07-14
Hayden Hurst,TE,CIN,182.4,181,2022-07-14
Ryan Tannehill,QB,TEN,184.3,182,2022-07-14
William Fuller,WR,N/A,185.2,183,2022-07-14
J.D. McKissic,RB,WAS,186.1,184,2022-07-14
Austin Hooper,TE,TEN,186.3,185,2022-07-14
Julio Jones,WR,N/A,186.8,186,2022-07-14
Curtis Samuel,WR,WAS,187.2,187,2022-07-14
Kendrick Bourne,WR,NE,188.4,188,2022-07-14
Jared Goff,QB,DET,188.8,189,2022-07-14
Deshaun Watson,QB,CLE,190.8,190,2022-07-14
Wan'Dale Robinson,WR,NYG,191.5,191,2022-07-14
Raheem Mostert,RB,MIA,191.8,192,2022-07-14
Baker Mayfield,QB,CAR,192.8,193,2022-07-14
A.J. Green,WR,ARI,194.3,194,2022-07-14
Brian Robinson Jr.,RB,WAS,194.5,195,2022-07-14
Jerick McKinnon,RB,KC,196.9,196,2022-07-14
Devin Duvernay,WR,BAL,197.7,197,2022-07-14
David Bell,WR,CLE,198.5,198,2022-07-14
Isaiah McKenzie,WR,BUF,199.8,199,2022-07-14
D'Onta Foreman,RB,CAR,200.9,200,2022-07-14
Carson Wentz,QB,WAS,201,201,2022-07-14
Chris Evans,RB,CIN,201.9,202,2022-07-14
Logan Thomas,TE,WAS,202.7,203,2022-07-14
Terrace Marshall,WR,CAR,203.7,204,2022-07-14
John Metchie,WR,HOU,204.7,205,2022-07-14
Davis Mills,QB,HOU,204.8,206,2022-07-14
Taysom Hill,TE,NO,204.8,207,2022-07-14
Zamir White,RB,LV,207,208,2022-07-14
Odell Beckham,WR,N/A,207.1,209,2022-07-14
James Washington,WR,DAL,208.5,210,2022-07-14
Sony Michel,RB,LA,208.8,211,2022-07-14
Brevin Jordan,TE,HOU,209.1,212,2022-07-14
Zay Jones,WR,JAX,209.7,213,2022-07-14
Mo Alie-Cox,TE,IND,210.1,214,2022-07-14
Bryan Edwards,WR,LV,211.8,215,2022-07-14
Byron Pringle,WR,CHI,212.1,216,2022-07-14
Hassan Haskins,RB,TEN,212.3,217,2022-07-14
D'Ernest Johnson,RB,CLE,212.6,218,2022-07-14
Marcus Mariota,QB,ATL,213,219,2022-07-14
Eno Benjamin,RB,ARI,213.1,220,2022-07-14
Jalen Guyton,WR,LAC,213.2,221,2022-07-14
Laviska Shenault,WR,JAX,213.3,222,2022-07-14
Donovan Peoples-Jones,WR,CLE,213.3,223,2022-07-14
Cedrick Wilson,WR,MIA,213.6,224,2022-07-14
Mitchell Trubisky,QB,PIT,214.1,225,2022-07-14
Nick Westbrook-Ikhine,WR,TEN,214.1,226,2022-07-14
Romeo Doubs,WR,GB,214.2,227,2022-07-14
C.J. Uzomah,TE,NYJ,214.3,228,2022-07-14
Randall Cobb,WR,GB,214.3,229,2022-07-14
Rob Gronkowski,TE,TB,214.3,230,2022-07-14
Cade Otton,TE,TB,214.4,231,2022-07-14
Kenyan Drake,RB,LV,214.5,232,2022-07-14
Justyn Ross,WR,KC,214.6,233,2022-07-14
Chuba Hubbard,RB,CAR,214.7,234,2022-07-14
Kenny Pickett,QB,PIT,214.8,235,2022-07-14
Velus Jones,WR,CHI,214.8,236,2022-07-14
Quez Watkins,WR,PHI,214.8,237,2022-07-14
Jauan Jennings,WR,SF,214.9,238,2022-07-14
Jonnu Smith,TE,NE,215,239,2022-07-14
Trey McBride,TE,ARI,215.1,240,2022-07-14
Amari Rodgers,WR,GB,215.2,241,2022-07-14
Sterling Shepard,WR,NYG,215.2,242,2022-07-14
Tyquan Thornton,WR,NE,215.3,243,2022-07-14
Tyler Conklin,TE,NYJ,215.3,244,2022-07-14
N'Keal Harry,WR,NE,215.4,245,2022-07-14
Braxton Berrios,WR,NYJ,215.4,246,2022-07-14
Dontrell Hilliard,RB,TEN,215.5,247,2022-07-14
Trey Sermon,RB,SF,215.5,248,2022-07-14
Matt Breida,RB,NYG,215.5,249,2022-07-14
James Proche,WR,BAL,215.5,250,2022-07-14
Greg Dulcich,TE,DEN,215.6,251,2022-07-14
Marquez Callaway,WR,NO,215.6,252,2022-07-14
Jimmy Garoppolo,QB,SF,215.6,253,2022-07-14
Daniel Bellinger,TE,NYG,215.6,254,2022-07-14
Tommy Tremble,TE,CAR,215.7,255,2022-07-14
James White,RB,NE,215.7,256,2022-07-14
Desmond Ridder,QB,ATL,215.7,257,2022-07-14
O.J. Howard,TE,BUF,215.7,258,2022-07-14
Snoop Conner,RB,JAX,215.7,259,2022-07-14
Jared Cook,TE,LAC,215.7,260,2022-07-14
Khalil Shakir,WR,BUF,215.7,261,2022-07-14
Tylan Wallace,WR,BAL,215.7,262,2022-07-14
Adam Trautman,TE,NO,215.7,263,2022-07-14
Tyler Badie,RB,BAL,215.8,264,2022-07-14
Samaje Perine,RB,CIN,215.8,265,2022-07-14
Mike Davis,RB,ATL,215.8,266,2022-07-14
Keaontay Ingram,RB,ARI,215.8,267,2022-07-14
Demarcus Robinson,WR,LV,215.8,268,2022-07-14
Kyle Philips,WR,TEN,215.8,269,2022-07-14
Ricky Seals-Jones,TE,NYG,215.8,270,2022-07-14
Boston Scott,RB,PHI,215.8,271,2022-07-14
Tyler Johnson,WR,TB,215.8,272,2022-07-14
Jacoby Brissett,QB,CLE,215.8,273,2022-07-14
Myles Gaskin,RB,MIA,215.8,274,2022-07-14
Nelson Agholor,WR,NE,215.9,275,2022-07-14
Drew Lock,QB,SEA,215.9,276,2022-07-14
Damien Williams,RB,ATL,215.9,277,2022-07-14
Rex Burkhead,RB,HOU,215.9,278,2022-07-14
Danny Gray,WR,SF,215.9,279,2022-07-14
Darius Slayton,WR,NYG,215.9,280,2022-07-14
Jelani Woods,TE,IND,215.9,281,2022-07-14
Chris Carson,RB,SEA,215.9,282,2022-07-14
Donald Parham,TE,LAC,215.9,283,2022-07-14
Pierre Strong,RB,NE,215.9,284,2022-07-14
Ihmir Smith-Marsette,WR,MIN,215.9,285,2022-07-14
Abram Smith,RB,NO,215.9,286,2022-07-14
Justin Jackson,RB,LAC,215.9,287,2022-07-14
Giovani Bernard,RB,TB,215.9,288,2022-07-14
Josh Gordon,WR,KC,215.9,289,2022-07-14
Cyril Grayson,WR,TB,215.9,290,2022-07-14
Malik Willis,QB,TEN,215.9,291,2022-07-14
Tutu Atwell,WR,LA,215.9,292,2022-07-14
Isiah Pacheco,RB,KC,215.9,293,2022-07-14
Jody Fortson,TE,KC,215.9,294,2022-07-14
Dan Arnold,TE,JAX,215.9,295,2022-07-14
Damiere Byrd,WR,ATL,215.9,296,2022-07-14
Eric Ebron,TE,N/A,215.9,297,2022-07-14
Jeff Wilson,RB,SF,215.9,298,2022-07-14
Ke'Shawn Vaughn,RB,TB,215.9,299,2022-07-14
Foster Moreau,TE,LV,215.9,300,2022-07-14
Trestan Ebnar,RB,CHI,215.9,301,2022-07-14
Benny Snell,RB,PIT,215.9,302,2022-07-14
Calvin Austin,WR,PIT,215.9,303,2022-07-14
Deonte Harris,WR,NO,215.9,304,2022-07-14
T.Y. Hilton,WR,IND,215.9,305,2022-07-14
Rashard Higgins,WR,CAR,216,306,2022-07-14
Harrison Bryant,TE,CLE,216,307,2022-07-14
Phillip Lindsay,RB,MIA,216,308,2022-07-14
Olamide Zaccheaus,WR,ATL,216,309,2022-07-14
Scott Miller,WR,TB,216,310,2022-07-14
Eric Ezukanma,WR,MIA,216,311,2022-07-14
Charlie Kolar,TE,BAL,216,312,2022-07-14
Jaret Patterson,RB,WAS,216,313,2022-07-14
Kene Nwangwu,RB,MIN,216,314,2022-07-14
Tyler Huntley,QB,BAL,216,315,2022-07-14
Tony Jones,RB,NO,216,316,2022-07-14
Antoine Wesley,WR,ARI,216,317,2022-07-14
Breshad Perriman,WR,TB,216,318,2022-07-14
Josh Reynolds,WR,DET,216,319,2022-07-14
Kyren Williams,RB,LA,216,320,2022-07-14
Anthony Schwartz,WR,CLE,216,321,2022-07-14
John Bates,TE,WAS,216,322,2022-07-14
Cole Beasley,WR,N/A,216,323,2022-07-14
Antonio Brown,WR,N/A,216,324,2022-07-14
Chigoziem Okonkwo,TE,TEN,216,325,2022-07-14
Zach Pascal,WR,PHI,216,326,2022-07-14
Geno Smith,QB,SEA,216,327,2022-07-14
Emmanuel Sanders,WR,BUF,216,328,2022-07-14
Miles Boykin,WR,PIT,216,329,2022-07-14
Travis Fulgham,WR,DEN,216,330,2022-07-14
Jerome Ford,RB,CLE,216,331,2022-07-14
Jalen Nailor,WR,MIN,216,332,2022-07-14
Kalif Raymond,WR,DET,216,333,2022-07-14
Noah Brown,WR,DAL,216,334,2022-07-14
Noah Gray,TE,KC,216,335,2022-07-14
Tre Nixon,WR,NE,216,336,2022-07-14
Justin Watson,WR,KC,216,337,2022-07-14
Ashton Dulin,WR,IND,216,338,2022-07-14
Mataeo Durant,RB,PIT,216,339,2022-07-14
Ty Chandler,RB,MIN,216,340,2022-07-14
Mike Thomas,WR,CIN,216,341,2022-07-14
Kendall Hinton,WR,DEN,216,342,2022-07-14
Keelan Cole,WR,NYJ,216,343,2022-07-14
Jamal Agnew,WR,JAX,216,344,2022-07-14
Quintez Cephus,WR,DET,216,345,2022-07-14
Jakeem Grant,WR,CLE,216,346,2022-07-14
Drew Sample,TE,CIN,216,347,2022-07-14
Chris Herndon,TE,MIN,216,348,2022-07-14
Joe Flacco,QB,NYJ,216,349,2022-07-14
Collin Johnson,WR,NYG,216,350,2022-07-14
Matt Corral,QB,CAR,216,351,2022-07-14
Slade Bolden,WR,BAL,216,352,2022-07-14
D'Wayne Eskridge,WR,SEA,216,353,2022-07-14
Devonta Freeman,RB,BAL,216,354,2022-07-14
Equanimeous St. Brown,WR,CHI,216,355,2022-07-14
Ian Thomas,TE,CAR,216,356,2022-07-14
Isaiah Likely,TE,BAL,216,357,2022-07-14
Jake Ferguson,TE,DAL,216,358,2022-07-14
Jeremy Ruckert,TE,NYJ,216,359,2022-07-14
Jaelon Darden,WR,TB,216,360,2022-07-14
Sam Darnold,QB,CAR,216,361,2022-07-14
J.J. Taylor,RB,NE,216,362,2022-07-14
Josiah Deguara,TE,GB,216,363,2022-07-14
Julius Chestnut,RB,TEN,216,364,2022-07-14
Codey McElroy,TE,TB,216,365,2022-07-14
Marquise Goodwin,WR,CHI,216,366,2022-07-14
Derrius Guice,RB,N/A,216,367,2022-07-14
Tre'Quan Smith,WR,NO,216,368,2022-07-14
Chris Conley,WR,HOU,216,369,2022-07-14
Jalen Reagor,WR,PHI,216,370,2022-07-14
Tyron Johnson,WR,LV,216,371,2022-07-14
Zack Moss,RB,BUF,216,372,2022-07-14
Laquon Treadwell,WR,JAX,216,373,2022-07-14
Dyami Brown,WR,WAS,216,374,2022-07-14
Charleston Rambo,WR,CAR,216,375,2022-07-14
Gardner Minshew,QB,PHI,216,376,2022-07-14
Brandon Allen,QB,CIN,216,377,2022-07-14
Denzel Mims,WR,NYJ,216,378,2022-07-14
Ty Fryfogle,WR,DAL,216,379,2022-07-14
Devontae Booker,RB,N/A,216,380,2022-07-14
Ross Dwelley,TE,SF,216,381,2022-07-14
Lynn Bowden,WR,MIA,216,382,2022-07-14
DeSean Jackson,WR,LV,216,383,2022-07-14
Tyler Kroft,TE,NYJ,216,384,2022-07-14
Marcus Johnson,WR,SF,216,385,2022-07-14
Simi Fehoko,WR,DAL,216,386,2022-07-14
Auden Tate,WR,ATL,216,387,2022-07-14
Jashuan Corbin,RB,NYG,216,388,2022-07-14
Anthony McFarland,RB,PIT,216,389,2022-07-14
Jacob Harris,TE,LA,216,390,2022-07-14
Kennedy Brooks,RB,PHI,216,391,2022-07-14
Blaine Gabbert,QB,TB,216,392,2022-07-14
Jimmy Graham,TE,CHI,216,393,2022-07-14
Ty Montgomery,WR,NE,216,394,2022-07-14
Ben Skowronek,WR,LA,216,395,2022-07-14
Kylen Granson,TE,IND,216,396,2022-07-14
Derrick Gore,RB,KC,216,397,2022-07-14
Samori Toure,WR,GB,216,398,2022-07-14
Thaddeus Moss,TE,CIN,216,399,2022-07-14
Duke Johnson,RB,BUF,216,400,2022-07-14
